Position [m]	Intensity	Int_Area	Int_Edge1	Int_Edge2	Position Sensor [m]	Temperature Sensor 1 [°C]	Temperature Sensor 2 [°C]
876.99	6.00	0.00	8.36	12.47			
877.06	6.00	0.00	8.71	11.63			
877.06	6.00	0.00	9.65	11.44			
877.13	6.00	0.00	8.58	10.99			
877.13	6.00	0.00	9.21	10.84			
877.20	6.00	0.00	9.50	11.85			
877.20	6.00	0.00	9.20	10.37			
877.27	6.00	0.00	8.43	11.31			
877.27	6.00	6.00	9.66	10.65			
877.34	5.00	0.00	10.39	12.03			
877.34	6.00	0.00	9.33	10.89			
877.40	6.00	0.00	9.07	11.64			
877.40	6.00	0.00	9.44	11.19			
877.47	6.00	0.00	9.11	11.10			
877.47	6.00	0.00	9.12	12.08			
877.54	6.00	6.00	9.01	10.71			
877.54	6.00	0.00	9.38	12.14			
877.61	6.00	14.00	9.19	10.93			
877.61	6.00	0.00	7.84	11.58			
877.68	6.00	0.00	9.03	11.72			
877.68	6.00	0.00	9.23	11.50			
877.75	6.00	0.00	8.87	10.86			
877.75	6.00	0.00	8.26	11.24			
877.82	6.00	0.00	9.20	11.66			
877.82	6.00	0.00	9.40	10.81			
877.89	6.00	4.00	9.17	11.28			
877.89	6.00	0.00	9.86	11.05			
877.95	6.00	0.00	8.91	11.45			
877.95	6.00	0.00	8.73	10.83			
878.02	6.00	0.00	8.78	10.86			
878.02	5.00	0.00	10.04	11.73			
878.09	6.00	0.00	9.76	12.49			
878.09	6.00	0.00	8.43	10.83			
878.16	6.00	0.00	9.15	11.56			
878.16	6.00	0.00	9.06	11.80			
878.23	6.00	0.00	8.29	11.41			
878.23	6.00	3.00	9.38	12.00			
878.30	6.00	0.00	9.06	11.54			
878.30	6.00	0.00	10.20	12.56			
878.37	6.00	0.00	8.99	11.00			
878.37	6.00	0.00	8.88	12.03			
878.43	6.00	0.00	8.83	12.00			
878.43	6.00	0.00	9.24	11.43			
878.50	6.00	0.00	8.62	11.53			
878.50	6.00	0.00	10.11	10.77			
878.57	6.00	0.00	9.30	12.23			
878.57	6.00	0.00	8.97	10.77			
878.64	6.00	0.00	8.03	11.36			
878.64	6.00	0.00	10.13	11.72			
878.71	6.00	0.00	9.96	12.68			
878.71	6.00	3.00	8.25	11.02			
878.78	6.00	13.00	9.36	11.44			
878.78	6.00	0.00	8.88	11.22			
878.85	6.00	0.00	9.73	11.23			
878.85	6.00	0.00	8.20	11.95			
878.91	6.00	0.00	9.62	11.31			
878.91	6.00	0.00	8.80	12.00			
878.98	6.00	0.00	10.24	11.42			
878.98	6.00	0.00	8.61	11.05			
879.05	6.00	0.00	9.51	11.89			
879.05	6.00	0.00	9.18	11.42			
879.12	6.00	0.00	8.03	12.04			
879.12	6.00	5.00	9.62	11.90			
879.19	6.00	4.00	9.29	11.09			
879.19	6.00	0.00	9.62	11.00			
879.26	6.00	0.00	7.59	11.46			
879.26	6.00	0.00	10.05	11.48			
879.33	5.00	0.00	10.20	12.04			
879.33	6.00	0.00	9.74	11.48			
879.39	6.00	0.00	9.08	11.51			
879.39	6.00	7.00	9.09	11.04			
879.46	5.00	0.00	10.31	11.65			
879.46	6.00	0.00	7.93	12.19			
879.53	6.00	0.00	9.77	11.07			
879.53	6.00	0.00	9.18	11.55			
879.60	6.00	0.00	9.73	11.88			
879.60	6.00	3.00	8.11	11.81			
879.67	6.00	0.00	9.34	11.24			
879.67	6.00	0.00	9.21	11.25			
879.74	6.00	0.00	8.86	11.38			
879.74	6.00	0.00	9.48	10.61			
879.81	6.00	0.00	8.89	10.17			
879.81	6.00	0.00	9.50	11.17			
879.88	6.00	5.00	8.07	10.85			
879.88	6.00	0.00	9.73	10.87			
879.94	6.00	0.00	9.15	11.29			
879.94	6.00	0.00	9.16	11.00			
880.01	6.00	0.00	8.66	11.02			
880.01	6.00	0.00	10.13	11.08			
880.08	6.00	0.00	9.35	11.02			
880.08	6.00	0.00	8.88	11.26			
880.15	6.00	0.00	10.38	11.79			
880.15	6.00	0.00	8.90	12.01			
880.22	6.00	0.00	9.42	11.68			
880.22	6.00	0.00	8.14	11.83			
880.29	6.00	0.00	9.81	11.80			
880.29	6.00	0.00	9.14	11.09			
880.36	6.00	0.00	8.90	11.57			
880.42	6.00	0.00	8.23	11.18			
880.42	6.00	0.00	9.63	12.46			
880.49	6.00	0.00	8.58	11.85			
880.49	6.00	0.00	8.05	11.18			
880.56	6.00	0.00	8.83	11.01			
880.56	6.00	0.00	10.34	11.91			
880.63	6.00	0.00	9.32	11.02			
880.63	6.00	0.00	8.47	11.45			
880.70	6.00	0.00	9.25	10.91			
880.70	6.00	0.00	9.56	10.08			
880.77	6.00	0.00	9.31	11.90			
880.77	6.00	0.00	9.35	11.23			
880.84	6.00	0.00	9.25	12.10			
880.84	6.00	0.00	8.79	12.12			
880.90	6.00	0.00	8.53	12.28			
880.90	6.00	0.00	9.41	10.82			
880.97	6.00	0.00	9.51	11.48			
880.97	6.00	0.00	8.85	11.21			
881.04	6.00	0.00	8.08	11.50			
881.04	6.00	5.00	10.04	12.76			
881.11	6.00	0.00	8.84	11.80			
881.11	6.00	0.00	8.53	11.45			
881.18	6.00	0.00	9.84	11.19			
881.18	6.00	0.00	9.04	11.70			
881.25	6.00	0.00	9.13	10.85			
881.25	6.00	0.00	8.76	11.96			
881.32	6.00	0.00	9.93	11.15			
881.32	6.00	0.00	9.29	11.39			
881.38	6.00	4.00	8.68	11.93			
881.38	6.00	0.00	9.20	11.23			
881.45	6.00	0.00	9.79	11.44			
881.45	6.00	0.00	9.20	11.84			
881.52	5.00	0.00	9.13	12.18			
881.52	6.00	0.00	9.17	11.51			
881.59	5.00	0.00	10.06	13.41			
881.59	6.00	0.00	8.27	11.40			
881.66	6.00	0.00	8.47	11.91			
881.66	6.00	0.00	9.98	11.91			
881.73	6.00	0.00	7.99	11.19			
881.73	6.00	0.00	7.77	11.38			
881.80	6.00	0.00	9.39	11.10			
881.80	6.00	0.00	9.54	12.49			
881.86	6.00	0.00	8.98	11.05			
881.86	6.00	0.00	8.96	12.07			
881.93	6.00	0.00	9.52	10.90			
881.93	6.00	0.00	10.62	11.04			
882.00	6.00	0.00	9.28	11.01			
882.00	5.00	0.00	10.42	11.31			
882.07	6.00	0.00	8.63	11.29			
882.07	5.00	0.00	9.62	11.29			
882.14	6.00	0.00	8.90	12.50			
882.14	6.00	0.00	9.69	11.35			
882.21	6.00	5.00	9.17	11.66			
882.21	6.00	4.00	8.59	11.22			
882.28	6.00	0.00	8.74	11.15			
882.28	6.00	0.00	8.96	11.16			
882.34	6.00	3.00	9.28	11.91			
882.34	6.00	0.00	7.75	10.86			
882.41	6.00	0.00	10.10	12.28			
882.41	6.00	0.00	8.31	11.97			
882.48	6.00	0.00	9.58	11.22			
882.48	6.00	0.00	8.66	11.93			
882.55	6.00	0.00	10.06	11.15			
882.55	6.00	0.00	9.92	11.72			
882.62	6.00	0.00	9.72	11.09			
882.62	5.00	0.00	9.08	11.91			
882.69	6.00	0.00	8.50	11.36			
882.69	6.00	5.00	9.99	11.28			
882.76	6.00	0.00	8.39	11.75			
882.76	6.00	5.00	9.85	11.14			
882.83	6.00	0.00	9.95	12.17			
882.83	6.00	0.00	8.64	10.52			
882.89	6.00	0.00	8.50	11.35			
882.89	6.00	0.00	9.48	11.96			
882.96	6.00	0.00	9.18	10.42			
882.96	6.00	0.00	8.10	11.08			
883.03	6.00	4.00	9.53	10.82			
883.03	6.00	0.00	8.96	11.58			
883.10	6.00	0.00	8.70	11.01			
883.10	6.00	4.00	8.16	12.06			
883.17	6.00	0.00	9.28	11.05			
883.17	6.00	0.00	10.00	11.05			
883.24	6.00	0.00	8.87	11.28			
883.24	6.00	0.00	9.02	10.24			
883.31	6.00	0.00	9.32	10.54			
883.31	6.00	0.00	9.18	10.06			
883.37	6.00	0.00	8.84	11.50			
883.37	6.00	0.00	9.88	10.48			
883.44	6.00	40.00	10.04	12.62			
883.44	6.00	0.00	9.02	10.86			
883.51	6.00	0.00	9.37	11.60			
883.51	6.00	0.00	9.59	11.17			
883.58	5.00	0.00	9.76	12.52			
883.58	6.00	0.00	8.78	11.61			
883.65	6.00	0.00	9.58	11.70			
883.65	6.00	0.00	9.09	11.11			
883.72	6.00	0.00	8.37	10.82			
883.72	6.00	0.00	8.22	12.02			
883.79	6.00	0.00	9.59	11.05			
883.79	6.00	3.00	9.57	12.49			
883.85	6.00	0.00	8.44	11.68			
883.85	6.00	5.00	9.15	11.25			
883.92	6.00	0.00	9.90	10.39			
883.92	6.00	0.00	8.75	11.29			
883.99	6.00	0.00	8.32	11.75			
883.99	6.00	0.00	9.61	10.51			
884.06	6.00	0.00	9.45	12.43			
884.06	6.00	0.00	8.42	11.30			
884.13	6.00	0.00	8.87	12.02			
884.13	5.00	0.00	10.11	11.50			
884.20	6.00	0.00	9.62	12.07			
884.20	6.00	0.00	8.36	10.75			
884.27	6.00	0.00	9.36	11.64			
884.27	6.00	0.00	9.61	12.33			
884.33	6.00	0.00	8.34	11.62			
884.33	6.00	0.00	7.96	12.47			
884.40	6.00	0.00	9.15	11.15			
884.40	6.00	0.00	9.64	12.06			
884.47	6.00	0.00	8.25	11.90			
884.47	6.00	2.00	8.29	12.11			
884.54	6.00	0.00	9.40	11.77			
884.54	6.00	0.00	8.88	10.78			
884.61	6.00	0.00	8.64	11.08			
884.61	6.00	0.00	9.49	10.59			
884.68	6.00	0.00	9.55	12.30			
884.68	6.00	0.00	9.48	11.22			
884.75	6.00	0.00	9.12	11.58			
884.75	6.00	0.00	9.84	11.10			
884.81	6.00	0.00	10.08	11.76			
884.81	6.00	8.00	8.80	11.51			
884.88	6.00	0.00	9.02	10.86			
884.88	6.00	0.00	9.18	11.51			
884.95	6.00	0.00	9.46	11.34			
884.95	6.00	1.00	8.55	11.31			
885.02	6.00	0.00	9.13	11.10			
885.02	6.00	0.00	9.81	12.68			
885.09	6.00	0.00	8.64	12.00			
885.09	6.00	0.00	8.56	12.54			
885.16	6.00	0.00	9.43	11.03			
885.16	6.00	8.00	8.93	11.76			
885.23	6.00	0.00	8.73	12.32			
885.23	6.00	0.00	9.67	11.15			
885.30	6.00	0.00	9.24	12.67			
885.30	6.00	0.00	9.54	10.34			
885.36	6.00	0.00	8.35	11.61			
885.36	6.00	0.00	9.72	11.59			
885.43	6.00	0.00	10.48	11.77			
885.43	6.00	0.00	8.84	11.28			
885.50	6.00	0.00	9.19	11.20			
885.50	6.00	0.00	9.86	11.49			
885.57	6.00	0.00	8.82	11.05			
885.57	6.00	0.00	8.67	12.10			
885.64	6.00	3.00	9.15	10.68			
885.64	6.00	0.00	8.70	12.26			
885.71	6.00	0.00	8.82	11.65			
885.71	6.00	0.00	8.24	12.28			
885.78	6.00	0.00	9.61	10.43			
885.78	6.00	2.00	9.23	10.62			
885.84	6.00	0.00	8.88	11.53			
885.84	6.00	0.00	8.46	11.70			
885.91	6.00	0.00	9.33	11.86			
885.91	6.00	0.00	8.66	11.07			
885.98	6.00	0.00	9.10	11.42			
885.98	6.00	0.00	9.11	10.72			
886.05	6.00	0.00	9.50	11.42			
886.05	6.00	0.00	9.32	10.70			
886.12	6.00	0.00	9.06	12.17			
886.12	6.00	0.00	9.54	11.84			
886.19	6.00	0.00	9.28	10.85			
886.19	6.00	0.00	8.65	11.72			
886.26	6.00	10.00	8.74	10.90			
886.26	6.00	0.00	9.58	12.75			
886.32	6.00	0.00	8.77	11.04			
886.32	6.00	10.00	8.68	12.18			
886.39	6.00	0.00	8.62	10.22			
886.39	6.00	0.00	8.80	10.89			
886.46	6.00	0.00	8.53	11.62			
886.46	6.00	0.00	8.59	11.03			
886.53	6.00	0.00	9.45	12.42			
886.53	6.00	0.00	9.51	10.98			
886.60	6.00	0.00	8.19	12.43			
886.60	6.00	0.00	9.84	11.26			
886.67	6.00	0.00	10.65	11.96			
886.67	6.00	0.00	8.21	11.00			
886.74	6.00	0.00	8.70	10.87			
886.74	6.00	0.00	9.90	11.22			
886.80	6.00	8.00	9.08	10.67			
886.80	6.00	0.00	9.36	11.60			
886.87	6.00	7.00	9.38	10.59			
886.87	6.00	0.00	9.06	12.47			
886.94	5.00	0.00	9.17	12.08			
886.94	6.00	0.00	9.12	12.02			
887.01	6.00	0.00	9.43	11.23			
887.01	6.00	23.00	9.88	11.92			
887.08	6.00	1.00	8.47	11.35			
887.08	6.00	0.00	8.53	11.16			
887.15	6.00	0.00	9.42	11.61			
887.15	6.00	0.00	8.41	11.43			
887.22	6.00	0.00	8.72	12.03			
887.22	6.00	0.00	8.45	11.03			
887.28	6.00	0.00	9.84	12.71			
887.28	6.00	0.00	8.45	11.29			
887.35	6.00	0.00	8.80	14.25			
887.35	6.00	0.00	9.29	10.90			
887.42	6.00	0.00	10.09	11.50			
887.42	5.00	0.00	9.25	12.10			
887.49	6.00	0.00	9.23	10.36			
887.49	6.00	0.00	10.28	12.33			
887.56	6.00	0.00	8.93	11.18			
887.56	6.00	0.00	8.81	12.37			
887.63	6.00	0.00	8.98	11.26			
887.63	6.00	0.00	9.76	12.12			
887.70	6.00	0.00	8.43	11.05			
887.70	6.00	0.00	8.86	10.86			
887.77	6.00	4.00	9.22	10.99			
887.77	6.00	3.00	8.86	10.94			
887.83	6.00	0.00	8.33	11.27			
887.83	6.00	0.00	8.70	11.21			
887.90	6.00	5.00	9.56	12.13			
887.90	6.00	0.00	8.13	11.11			
887.97	6.00	5.00	9.07	11.43			
887.97	6.00	0.00	9.06	10.95			
888.04	6.00	0.00	10.30	11.10			
888.04	6.00	0.00	8.38	11.65			
888.11	6.00	0.00	8.96	10.85			
888.11	6.00	0.00	8.89	11.36			
888.18	6.00	0.00	9.20	11.44			
888.18	6.00	15.00	8.97	12.13			
888.25	6.00	1.00	8.91	10.31			
888.25	6.00	5.00	10.40	11.78			
888.31	6.00	0.00	8.59	12.36			
888.31	6.00	9.00	9.47	11.82			
888.38	6.00	0.00	8.91	11.13			
888.38	6.00	0.00	10.45	10.39			
888.45	6.00	0.00	8.09	12.23			
888.45	6.00	0.00	8.58	11.44			
888.52	6.00	0.00	9.61	12.18			
888.52	6.00	0.00	8.24	11.66			
888.59	6.00	0.00	8.76	11.73			
888.59	6.00	0.00	9.60	11.57			
888.66	6.00	0.00	10.47	11.35			
888.66	6.00	4.00	8.36	11.59			
888.73	6.00	4.00	8.40	10.52			
888.73	6.00	0.00	8.93	10.91			
888.79	6.00	0.00	9.41	11.02			
888.79	6.00	0.00	9.04	12.64			
888.86	6.00	0.00	8.46	11.16			
888.86	6.00	0.00	10.01	11.92			
888.93	6.00	0.00	8.93	12.41			
888.93	6.00	0.00	8.72	12.11			
889.00	6.00	0.00	9.23	11.21			
889.00	6.00	0.00	9.63	10.51			
889.07	6.00	0.00	8.87	11.27			
889.07	6.00	0.00	8.47	11.80			
889.14	6.00	3.00	9.15	12.25			
889.14	6.00	4.00	7.52	11.46			
889.21	6.00	0.00	7.57	12.28			
889.21	6.00	9.00	9.26	10.84			
889.27	6.00	2.00	10.18	10.96			
889.27	6.00	5.00	8.96	11.38			
889.34	6.00	0.00	9.20	10.81			
889.34	6.00	0.00	9.17	11.23			
889.41	6.00	0.00	9.43	10.89			
889.41	6.00	0.00	8.41	11.78			
889.48	6.00	15.00	8.72	11.15			
889.48	6.00	0.00	8.43	12.08			
889.55	6.00	0.00	9.18	11.75			
889.55	6.00	0.00	8.84	11.99			
889.62	6.00	12.00	9.57	10.74			
889.62	6.00	0.00	8.89	11.23			
889.69	6.00	0.00	8.32	11.28			
889.69	6.00	0.00	8.81	11.30			
889.76	6.00	0.00	9.54	11.86			
889.76	6.00	0.00	9.13	11.05			
889.82	6.00	0.00	8.55	10.94			
889.82	6.00	0.00	9.07	11.11			
889.89	6.00	0.00	8.94	10.71			
889.89	6.00	0.00	8.19	11.99			
889.96	6.00	0.00	8.48	11.84			
889.96	6.00	0.00	8.80	11.16			
890.03	6.00	0.00	8.97	10.21			
890.03	6.00	6.00	9.62	11.80			
890.10	6.00	0.00	9.20	11.87			
890.10	6.00	0.00	9.78	11.43			
890.17	6.00	0.00	8.90	11.82			
890.17	6.00	0.00	9.28	11.23			
890.24	6.00	0.00	9.93	11.17			
890.24	6.00	0.00	9.42	10.77			
890.30	6.00	0.00	9.76	11.07			
890.30	5.00	0.00	9.08	11.77			
890.37	6.00	12.00	9.83	12.95			
890.37	6.00	0.00	9.05	11.22			
890.44	6.00	0.00	8.44	11.61			
890.44	6.00	0.00	8.82	11.88			
890.51	6.00	0.00	9.32	12.07			
890.51	6.00	0.00	8.82	11.84			
890.58	6.00	0.00	8.77	11.77			
890.58	6.00	0.00	9.51	11.65			
890.65	6.00	0.00	8.91	10.30			
890.65	6.00	0.00	9.31	11.06			
890.72	6.00	0.00	8.78	11.15			
890.72	6.00	0.00	9.39	11.83			
890.78	6.00	0.00	8.49	11.30			
890.78	6.00	11.00	9.44	12.66			
890.85	6.00	1.00	9.33	12.09			
890.85	6.00	0.00	9.31	10.83			
890.92	6.00	0.00	8.63	11.00			
890.92	6.00	0.00	8.79	10.33			
890.99	6.00	0.00	9.51	13.02			
890.99	6.00	0.00	9.20	10.90			
891.06	6.00	0.00	9.12	11.68			
891.06	6.00	7.00	7.90	11.43			
891.13	6.00	0.00	10.21	12.82			
891.13	6.00	0.00	8.02	11.61			
891.20	6.00	0.00	8.87	12.05			
891.20	6.00	0.00	8.65	11.85			
891.26	6.00	0.00	8.79	10.14			
891.26	6.00	0.00	9.00	10.88			
891.33	6.00	2.00	8.83	10.28			
891.33	6.00	0.00	9.52	12.37			
891.40	6.00	0.00	8.39	11.27			
891.40	6.00	7.00	9.29	11.12			
891.47	6.00	0.00	8.86	10.29			
891.47	6.00	0.00	10.27	11.11			
891.54	6.00	0.00	8.32	11.14			
891.54	6.00	0.00	9.56	10.60			
891.61	6.00	0.00	10.07	11.39			
891.61	6.00	0.00	9.18	10.94			
891.68	6.00	0.00	8.54	11.42			
891.68	6.00	0.00	8.45	11.57			
891.74	6.00	0.00	10.18	12.02			
891.74	6.00	0.00	8.85	12.20			
891.81	6.00	0.00	7.64	11.40			
891.81	6.00	6.00	9.25	10.59			
891.88	6.00	0.00	9.55	11.29			
891.88	6.00	6.00	8.29	12.07			
891.95	6.00	0.00	8.80	10.80			
891.95	6.00	0.00	9.11	11.32			
892.02	6.00	0.00	8.93	11.32			
892.02	6.00	0.00	8.98	11.39			
892.09	6.00	0.00	9.41	10.97			
892.09	6.00	10.00	10.89	11.46			
892.16	6.00	0.00	9.08	11.81			
892.16	6.00	0.00	9.10	11.29			
892.23	6.00	0.00	9.64	11.52			
892.23	6.00	5.00	9.65	11.84			
892.29	6.00	0.00	8.99	11.25			
892.29	6.00	0.00	8.99	11.42			
892.36	6.00	0.00	9.85	11.56			
892.36	6.00	0.00	8.48	11.63			
892.43	6.00	0.00	8.09	11.94			
892.43	6.00	0.00	9.20	10.13			
892.50	6.00	0.00	10.15	10.78			
892.50	6.00	0.00	8.37	12.22			
892.57	6.00	0.00	9.04	11.57			
892.57	6.00	0.00	8.51	11.22			
892.64	6.00	0.00	9.22	11.25			
892.64	6.00	3.00	8.38	10.98			
892.71	6.00	0.00	9.31	11.34			
892.71	6.00	0.00	10.17	10.65			
892.77	6.00	0.00	9.81	11.49			
892.77	6.00	0.00	8.33	11.26			
892.84	6.00	0.00	9.42	11.42			
892.84	6.00	0.00	10.26	10.63			
892.91	6.00	0.00	8.81	11.13			
892.91	6.00	0.00	9.68	11.56			
892.98	6.00	0.00	9.90	11.59			
892.98	6.00	0.00	9.67	11.53			
893.05	6.00	0.00	8.11	12.19			
893.05	6.00	0.00	8.70	12.02			
893.12	6.00	0.00	9.65	10.69			
893.12	6.00	0.00	9.32	11.96			
893.19	6.00	1.00	8.36	11.71			
893.19	6.00	0.00	9.04	11.96			
893.25	6.00	0.00	9.14	10.64			
893.25	6.00	10.00	8.35	12.03			
893.32	6.00	0.00	8.64	11.95			
893.32	6.00	0.00	9.58	11.76			
893.39	6.00	0.00	10.92	11.65			
893.39	6.00	0.00	8.23	11.37			
893.46	6.00	0.00	9.41	11.83			
893.46	6.00	0.00	9.84	10.62			
893.53	6.00	0.00	9.84	11.37			
893.53	6.00	0.00	9.14	11.80			
893.60	6.00	0.00	9.38	12.34			
893.60	5.00	0.00	10.21	12.41			
893.67	6.00	0.00	8.59	11.66			
893.67	6.00	0.00	8.53	11.94			
893.73	6.00	0.00	9.45	11.38			
893.73	6.00	0.00	9.59	11.84			
893.80	6.00	0.00	8.23	11.26			
893.80	6.00	0.00	9.00	12.10			
893.87	6.00	0.00	9.06	11.12			
893.87	6.00	0.00	9.30	11.17			
893.94	6.00	0.00	8.56	11.77			
893.94	6.00	0.00	9.68	11.97			
894.01	6.00	0.00	8.87	10.76			
894.01	6.00	0.00	8.81	11.82			
894.08	6.00	3.00	9.41	12.13			
894.08	6.00	0.00	9.08	10.03			
894.15	6.00	0.00	9.54	11.68			
894.15	6.00	0.00	8.84	10.54			
894.21	6.00	0.00	10.19	12.64			
894.21	6.00	0.00	9.07	10.51			
894.28	6.00	0.00	9.58	11.69			
894.28	6.00	0.00	9.02	11.37			
894.35	6.00	1.00	9.72	11.17			
894.35	6.00	0.00	10.18	12.28			
894.42	6.00	0.00	9.56	11.59			
894.42	6.00	0.00	8.87	12.09			
894.49	6.00	0.00	8.72	11.59			
894.49	6.00	0.00	9.23	11.90			
894.56	6.00	0.00	9.05	11.61			
894.56	6.00	0.00	9.03	11.59			
894.63	6.00	3.00	7.75	10.99			
894.63	6.00	0.00	8.53	11.54			
894.70	6.00	0.00	9.56	11.46			
894.70	6.00	0.00	9.66	11.23			
894.76	6.00	0.00	8.91	11.21			
894.76	6.00	0.00	9.61	11.15			
894.83	6.00	11.00	9.43	11.05			
894.83	6.00	0.00	10.03	10.98			
894.90	6.00	0.00	9.10	12.09			
894.90	6.00	0.00	8.77	12.08			
894.97	6.00	0.00	9.69	11.65			
894.97	6.00	0.00	9.09	12.03			
895.04	5.00	0.00	8.86	11.75			
895.04	6.00	0.00	8.69	10.98			
895.11	6.00	0.00	9.82	12.13			
895.11	6.00	0.00	9.12	11.46			
895.18	6.00	0.00	9.81	10.77			
895.18	6.00	0.00	8.96	11.62			
895.24	6.00	0.00	8.63	11.20			
895.24	6.00	0.00	7.93	11.27			
895.31	6.00	0.00	8.76	11.31			
895.31	6.00	0.00	9.19	10.81			
895.38	6.00	0.00	8.23	11.60			
895.38	6.00	0.00	9.01	10.37			
895.45	6.00	0.00	9.65	10.91			
895.45	6.00	0.00	9.86	11.59			
895.52	6.00	0.00	9.12	11.71			
895.52	6.00	3.00	9.13	12.14			
895.59	6.00	0.00	9.95	11.02			
895.59	6.00	5.00	8.75	11.48			
895.66	6.00	0.00	8.73	11.23			
895.66	6.00	0.00	9.12	11.12			
895.72	6.00	2.00	8.83	10.95			
895.72	6.00	0.00	8.89	12.06			
895.79	6.00	0.00	9.00	10.98			
895.79	6.00	0.00	9.80	11.80			
895.86	6.00	0.00	8.77	11.80			
895.86	6.00	0.00	8.33	11.09			
895.93	6.00	0.00	9.34	10.76			
895.93	6.00	0.00	8.98	11.36			
896.00	6.00	3.00	8.74	11.94			
896.00	6.00	0.00	8.29	10.85			
896.07	6.00	0.00	10.14	11.87			
896.07	6.00	4.00	9.23	10.72			
896.14	6.00	0.00	9.28	11.41			
896.14	6.00	0.00	9.22	11.63			
896.20	6.00	9.00	10.14	11.06			
896.20	6.00	6.00	9.50	11.38			
896.27	6.00	0.00	8.22	10.92			
896.27	6.00	0.00	8.98	11.59			
896.34	6.00	0.00	9.62	10.52			
896.34	5.00	0.00	9.45	12.04			
896.41	6.00	0.00	8.53	10.96			
896.41	6.00	0.00	9.38	11.38			
896.48	6.00	0.00	8.64	11.73			
896.48	6.00	0.00	8.54	11.19			
896.55	6.00	0.00	9.16	11.81			
896.55	6.00	0.00	9.62	10.57			
896.62	6.00	0.00	8.72	11.59			
896.62	6.00	0.00	7.89	11.61			
896.68	6.00	0.00	9.34	11.89			
896.68	6.00	0.00	9.11	10.38			
896.75	6.00	0.00	8.91	11.71			
896.75	6.00	0.00	9.14	11.14			
896.82	6.00	0.00	9.09	10.90			
896.82	6.00	0.00	9.00	11.65			
896.89	6.00	0.00	9.43	11.72			
896.89	6.00	9.00	8.72	11.94			
896.96	6.00	0.00	9.74	10.86			
896.96	6.00	0.00	9.51	11.69			
897.03	6.00	0.00	8.39	11.25			
897.03	6.00	0.00	10.08	12.13			
897.10	6.00	0.00	8.91	11.06			
897.10	6.00	0.00	9.36	11.68			
897.16	6.00	3.00	9.38	12.20			
897.16	6.00	0.00	10.03	11.86			
897.23	6.00	0.00	9.08	10.90			
897.23	6.00	0.00	7.16	11.59			
897.30	6.00	0.00	9.46	11.97			
897.30	6.00	0.00	8.37	10.44			
897.37	6.00	0.00	9.38	10.77			
897.37	6.00	0.00	8.37	11.46			
897.44	6.00	0.00	9.59	11.33			
897.44	6.00	0.00	8.72	11.38			
897.51	6.00	0.00	9.50	11.43			
897.51	6.00	11.00	9.08	12.03			
897.58	6.00	0.00	9.71	10.78			
897.58	6.00	0.00	9.49	11.42			
897.65	6.00	0.00	8.60	11.20			
897.71	6.00	0.00	10.27	11.62			
897.71	6.00	0.00	9.31	10.65			
897.78	6.00	0.00	9.43	11.21			
897.78	6.00	0.00	8.77	11.61			
897.85	6.00	0.00	9.89	12.01			
897.85	6.00	0.00	8.90	12.46			
897.92	6.00	0.00	8.38	11.52			
897.92	6.00	0.00	9.30	12.63			
897.99	6.00	0.00	8.64	11.09			
897.99	6.00	0.00	8.48	11.84			
898.06	6.00	0.00	9.26	11.12			
898.06	6.00	5.00	9.12	11.61			
898.13	6.00	0.00	9.41	11.48			
898.13	6.00	0.00	10.59	11.16			
898.19	6.00	0.00	8.94	11.88			
898.19	6.00	0.00	9.12	11.94			
898.26	6.00	0.00	9.57	11.83			
898.26	6.00	0.00	9.70	12.33			
898.33	6.00	5.00	10.20	11.79			
898.33	6.00	0.00	9.60	10.81			
898.40	6.00	3.00	8.92	11.48			
898.40	6.00	0.00	8.97	12.28			
898.47	6.00	0.00	9.75	11.20			
898.47	6.00	9.00	8.97	12.00			
898.54	6.00	0.00	7.93	11.12			
898.54	6.00	0.00	9.02	12.37			
898.61	6.00	9.00	8.61	11.81			
898.61	6.00	0.00	8.67	11.61			
898.67	6.00	0.00	8.57	11.54			
898.67	6.00	0.00	10.15	11.53			
898.74	6.00	5.00	8.68	11.71			
898.74	6.00	0.00	9.04	10.01			
898.81	6.00	2.00	8.54	11.82			
898.81	6.00	0.00	9.85	11.10			
898.88	6.00	0.00	9.09	10.92			
898.88	6.00	0.00	9.11	11.56			
898.95	6.00	0.00	9.40	12.26			
898.95	6.00	0.00	9.15	10.85			
899.02	6.00	2.00	8.79	11.48			
899.02	6.00	0.00	8.95	11.47			
899.09	6.00	0.00	9.89	11.96			
899.09	6.00	0.00	8.97	11.59			
899.15	6.00	0.00	8.88	11.65			
899.15	6.00	5.00	8.55	11.89			
899.22	6.00	0.00	9.54	11.16			
899.22	6.00	0.00	9.39	11.66			
899.29	6.00	0.00	8.81	10.39			
899.29	6.00	0.00	9.10	11.68			
899.36	6.00	0.00	9.07	11.10			
899.36	6.00	0.00	9.17	12.08			
899.43	6.00	0.00	8.84	12.07			
899.43	6.00	0.00	9.56	11.10			
899.50	6.00	4.00	8.98	11.73			
899.50	6.00	4.00	8.30	10.47			
899.57	6.00	2.00	9.08	11.66			
899.57	6.00	7.00	10.96	11.28			
899.63	6.00	0.00	9.22	11.51			
899.63	6.00	0.00	9.04	11.25			
899.70	6.00	0.00	9.98	11.14			
899.70	6.00	0.00	9.14	12.08			
899.77	6.00	0.00	8.41	11.31			
899.77	6.00	5.00	9.64	12.22			
