Position [m]	Intensity	Int_Area	Int_Edge1	Int_Edge2	Position Sensor [m]	Temperature Sensor 1 [°C]	Temperature Sensor 2 [°C]
455.24	6.00	0.00	8.21	11.92			
455.24	6.00	0.00	8.26	10.84			
455.31	6.00	0.00	8.14	11.19			
455.31	6.00	0.00	8.36	11.00			
455.38	6.00	0.00	8.80	11.89			
455.38	6.00	0.00	8.07	11.39			
455.45	6.00	0.00	9.14	11.78			
455.45	6.00	7.00	8.79	11.19			
455.52	6.00	0.00	8.39	12.45			
455.52	6.00	0.00	8.62	11.41			
455.58	6.00	0.00	9.15	11.31			
455.58	6.00	0.00	8.71	11.10			
455.65	6.00	0.00	8.47	11.24			
455.65	6.00	0.00	8.71	11.88			
455.72	6.00	0.00	9.05	10.38			
455.72	6.00	0.00	9.27	12.54			
455.79	5.00	0.00	8.07	10.97			
455.79	6.00	0.00	9.77	11.32			
455.86	6.00	10.00	9.68	10.78			
455.86	5.00	0.00	8.43	11.91			
455.93	6.00	3.00	8.11	11.22			
455.93	6.00	0.00	9.35	11.62			
456.00	6.00	0.00	8.99	11.82			
456.00	6.00	0.00	7.89	11.18			
456.06	6.00	0.00	8.21	12.06			
456.06	6.00	0.00	8.78	10.54			
456.13	6.00	0.00	8.59	11.90			
456.13	6.00	0.00	8.63	10.64			
456.20	6.00	0.00	9.54	11.49			
456.20	6.00	0.00	8.29	11.33			
456.27	6.00	0.00	7.55	10.94			
456.27	6.00	0.00	8.55	11.49			
456.34	6.00	0.00	8.39	10.80			
456.34	6.00	0.00	8.64	12.11			
456.41	6.00	0.00	7.51	10.83			
456.41	6.00	0.00	9.57	10.88			
456.48	6.00	0.00	9.28	10.84			
456.48	6.00	0.00	8.37	11.36			
456.54	6.00	0.00	8.72	10.71			
456.54	6.00	0.00	8.92	11.18			
456.61	6.00	0.00	9.64	11.56			
456.61	5.00	0.00	8.70	11.73			
456.68	6.00	0.00	8.42	11.74			
456.68	6.00	0.00	8.39	11.13			
456.75	6.00	0.00	8.73	12.57			
456.75	6.00	0.00	8.56	11.58			
456.82	6.00	0.00	9.26	11.27			
456.82	6.00	0.00	8.49	11.30			
456.89	6.00	0.00	8.00	11.35			
456.89	6.00	0.00	7.76	12.21			
456.96	6.00	0.00	8.96	11.32			
456.96	6.00	1.00	9.69	11.18			
457.02	6.00	0.00	7.99	10.48			
457.02	6.00	0.00	8.64	11.78			
457.09	6.00	0.00	8.44	11.05			
457.09	6.00	0.00	9.79	11.40			
457.16	6.00	3.00	8.34	11.11			
457.16	6.00	0.00	9.35	11.64			
457.23	5.00	0.00	9.40	12.30			
457.23	6.00	0.00	8.51	11.87			
457.30	6.00	0.00	8.39	12.13			
457.30	6.00	0.00	8.37	10.50			
457.37	6.00	0.00	8.89	11.11			
457.37	6.00	0.00	8.05	10.56			
457.44	6.00	0.00	8.89	11.60			
457.44	6.00	0.00	7.78	10.49			
457.50	6.00	0.00	8.34	10.95			
457.50	6.00	0.00	8.00	12.01			
457.57	6.00	0.00	8.63	11.22			
457.57	6.00	0.00	8.73	12.11			
457.64	6.00	0.00	8.10	10.06			
457.64	6.00	0.00	8.69	12.29			
457.71	6.00	0.00	8.38	11.29			
457.71	6.00	0.00	8.99	11.28			
457.78	6.00	0.00	8.06	11.09			
457.78	5.00	0.00	9.38	11.41			
457.85	5.00	0.00	9.32	12.24			
457.85	6.00	0.00	8.89	10.86			
457.92	6.00	0.00	8.78	12.79			
457.92	6.00	0.00	7.91	10.61			
457.99	6.00	0.00	8.71	11.46			
457.99	6.00	0.00	8.01	10.55			
458.05	6.00	0.00	8.79	12.08			
458.05	6.00	0.00	7.95	11.18			
458.12	6.00	0.00	9.56	10.93			
458.12	6.00	0.00	8.77	12.75			
458.19	6.00	0.00	8.46	12.11			
458.19	6.00	0.00	8.27	11.07			
458.26	6.00	0.00	7.68	10.72			
458.26	6.00	3.00	8.72	12.21			
458.33	6.00	3.00	8.13	11.34			
458.33	6.00	0.00	8.84	12.39			
458.40	6.00	0.00	8.54	10.64			
458.40	6.00	0.00	8.77	11.31			
458.47	6.00	3.00	9.32	12.10			
458.47	6.00	0.00	9.07	10.78			
458.53	6.00	0.00	8.94	11.62			
458.53	6.00	0.00	8.97	11.11			
458.60	6.00	0.00	8.54	12.02			
458.60	6.00	0.00	8.15	11.14			
458.67	6.00	0.00	9.19	11.34			
458.67	6.00	0.00	8.32	11.09			
458.74	6.00	0.00	8.79	11.52			
458.74	6.00	0.00	8.62	11.59			
458.81	6.00	0.00	8.97	12.02			
458.81	6.00	0.00	8.52	12.29			
458.88	6.00	0.00	8.05	10.67			
458.88	6.00	0.00	8.74	11.64			
458.95	6.00	0.00	8.03	11.27			
458.95	6.00	9.00	8.29	12.03			
459.01	6.00	7.00	8.10	10.55			
459.01	6.00	0.00	9.29	11.31			
459.08	6.00	0.00	8.85	11.12			
459.08	6.00	0.00	8.97	10.80			
459.15	6.00	0.00	9.56	11.52			
459.15	6.00	0.00	9.21	11.36			
459.22	6.00	0.00	9.02	12.41			
459.22	6.00	6.00	8.81	11.59			
459.29	5.00	0.00	9.47	12.41			
459.29	6.00	0.00	8.51	11.00			
459.36	6.00	0.00	8.43	11.72			
459.36	6.00	0.00	8.45	11.41			
459.43	6.00	0.00	9.47	10.84			
459.43	6.00	0.00	8.27	11.37			
459.49	6.00	2.00	7.59	11.08			
459.49	6.00	0.00	8.58	11.94			
459.56	6.00	0.00	8.56	11.38			
459.56	6.00	0.00	8.68	11.84			
459.63	6.00	0.00	7.58	10.71			
459.63	6.00	0.00	9.32	11.20			
459.70	6.00	0.00	8.57	10.81			
459.70	5.00	0.00	9.08	11.80			
459.77	6.00	4.00	8.16	11.80			
459.77	6.00	0.00	9.02	11.35			
459.84	6.00	0.00	9.54	12.04			
459.84	6.00	0.00	8.08	11.59			
459.91	6.00	0.00	9.80	13.54			
459.91	6.00	0.00	8.42	11.15			
459.97	6.00	0.00	9.16	11.46			
459.97	6.00	0.00	8.28	12.09			
460.04	6.00	0.00	9.22	10.61			
460.04	6.00	0.00	8.88	11.49			
460.11	6.00	0.00	7.93	11.19			
460.11	6.00	0.00	8.18	11.88			
460.18	6.00	0.00	8.56	11.53			
460.18	6.00	0.00	9.35	12.53			
460.25	6.00	0.00	7.50	11.51			
460.25	6.00	0.00	8.96	11.24			
460.32	6.00	0.00	8.90	11.01			
460.32	6.00	0.00	8.51	11.21			
460.39	6.00	0.00	8.28	11.73			
460.39	6.00	0.00	8.64	10.93			
460.46	6.00	0.00	8.88	10.88			
460.46	6.00	0.00	7.76	10.41			
460.52	6.00	0.00	9.03	12.16			
460.52	6.00	0.00	8.48	11.00			
460.59	6.00	0.00	9.44	11.48			
460.59	6.00	0.00	8.36	11.66			
460.66	6.00	0.00	8.88	12.17			
460.66	6.00	0.00	8.87	11.29			
460.73	6.00	0.00	8.27	11.35			
460.73	6.00	0.00	8.51	12.38			
460.80	6.00	0.00	8.24	11.20			
460.80	6.00	0.00	9.58	12.49			
460.87	6.00	0.00	7.57	11.38			
460.87	6.00	0.00	8.71	11.87			
460.94	6.00	0.00	8.52	11.79			
460.94	6.00	0.00	9.04	10.95			
461.00	6.00	0.00	8.03	12.18			
461.00	6.00	0.00	9.19	10.64			
461.07	6.00	4.00	9.21	11.59			
461.07	6.00	0.00	8.35	10.96			
461.14	6.00	0.00	9.07	12.99			
461.14	6.00	6.00	9.10	10.41			
461.21	6.00	0.00	8.86	11.78			
461.21	6.00	0.00	9.07	11.84			
461.28	6.00	0.00	9.29	11.72			
461.28	5.00	0.00	10.11	11.57			
461.35	6.00	0.00	8.77	11.01			
461.35	6.00	0.00	8.87	12.12			
461.42	6.00	0.00	8.57	11.43			
461.42	6.00	0.00	8.94	11.75			
461.48	6.00	0.00	7.15	10.61			
461.48	6.00	0.00	8.36	12.18			
461.55	6.00	0.00	8.20	11.52			
461.55	6.00	0.00	8.87	11.80			
461.62	6.00	0.00	8.02	11.79			
461.62	6.00	0.00	8.42	10.97			
461.69	6.00	4.00	8.51	11.39			
461.69	6.00	0.00	8.47	10.54			
461.76	6.00	0.00	9.85	12.45			
461.76	6.00	3.00	8.61	11.19			
461.83	6.00	4.00	9.62	12.07			
461.83	5.00	0.00	9.08	12.46			
461.90	6.00	0.00	9.87	12.55			
461.90	5.00	0.00	9.38	12.55			
461.96	6.00	0.00	9.92	11.49			
461.96	6.00	0.00	8.43	11.26			
462.03	6.00	0.00	8.49	12.14			
462.03	6.00	0.00	8.81	12.36			
462.10	6.00	0.00	7.66	10.64			
462.10	6.00	0.00	9.53	12.03			
462.17	6.00	0.00	7.85	11.66			
462.17	6.00	0.00	9.42	11.86			
462.24	6.00	4.00	8.22	11.11			
462.24	6.00	0.00	9.15	11.83			
462.31	6.00	0.00	7.74	11.33			
462.31	6.00	0.00	8.57	10.33			
462.38	6.00	0.00	8.91	11.51			
462.38	6.00	10.00	8.63	10.82			
462.45	6.00	0.00	9.26	11.94			
462.45	6.00	0.00	8.82	11.43			
462.51	6.00	0.00	9.81	12.04			
462.51	6.00	0.00	9.01	11.91			
462.58	6.00	0.00	9.19	11.06			
462.58	6.00	13.00	8.46	11.21			
462.65	6.00	14.00	9.06	11.63			
462.65	6.00	1.00	9.12	12.30			
462.72	6.00	0.00	8.49	11.26			
462.72	6.00	0.00	8.92	11.00			
462.79	6.00	0.00	8.48	11.55			
462.79	6.00	0.00	8.53	12.25			
462.86	6.00	0.00	7.92	10.92			
462.86	6.00	0.00	9.36	11.41			
462.93	6.00	0.00	7.93	10.90			
462.93	6.00	0.00	8.30	11.40			
462.99	6.00	0.00	8.11	11.54			
462.99	6.00	0.00	9.31	10.91			
463.06	6.00	0.00	8.72	11.31			
463.06	6.00	0.00	8.11	10.31			
463.13	6.00	0.00	9.16	11.84			
463.13	6.00	0.00	9.64	11.50			
463.20	6.00	0.00	9.35	10.99			
463.20	6.00	0.00	8.06	11.29			
463.27	6.00	0.00	9.42	11.15			
463.27	6.00	0.00	10.09	11.27			
463.34	6.00	0.00	8.22	10.86			
463.34	6.00	0.00	8.68	11.52			
463.41	6.00	0.00	8.95	11.51			
463.41	6.00	0.00	8.93	12.89			
463.47	6.00	0.00	8.19	11.82			
463.47	6.00	0.00	9.30	11.67			
463.54	6.00	0.00	8.27	11.32			
463.54	6.00	0.00	8.33	11.86			
463.61	6.00	0.00	8.66	12.43			
463.61	6.00	0.00	8.71	10.79			
463.68	6.00	0.00	8.94	11.10			
463.68	6.00	0.00	7.97	11.28			
463.75	6.00	0.00	8.47	11.19			
463.75	6.00	0.00	9.04	10.84			
463.82	6.00	0.00	9.04	11.05			
463.82	6.00	0.00	8.54	10.93			
463.89	6.00	0.00	9.03	10.75			
463.89	6.00	0.00	8.84	11.18			
463.95	6.00	0.00	8.02	10.66			
463.95	6.00	0.00	8.65	12.28			
464.02	6.00	0.00	8.68	10.55			
464.02	6.00	0.00	9.06	12.43			
464.09	6.00	1.00	8.32	12.80			
464.09	6.00	9.00	8.33	11.42			
464.16	6.00	0.00	8.87	11.49			
464.16	6.00	0.00	8.78	11.15			
464.23	6.00	0.00	8.21	13.16			
464.23	6.00	0.00	8.55	11.16			
464.30	6.00	0.00	9.08	11.47			
464.30	6.00	0.00	7.70	10.58			
464.37	6.00	0.00	8.46	11.40			
464.43	6.00	0.00	9.05	10.30			
464.43	6.00	0.00	8.64	10.71			
464.50	6.00	0.00	8.38	12.16			
464.50	6.00	0.00	8.32	11.49			
464.57	6.00	0.00	9.08	11.75			
464.57	6.00	0.00	9.26	11.21			
464.64	6.00	0.00	8.48	12.44			
464.64	6.00	0.00	10.00	11.76			
464.71	6.00	0.00	10.01	12.00			
464.71	6.00	0.00	8.53	11.24			
464.78	6.00	0.00	8.90	12.44			
464.78	6.00	0.00	8.61	11.22			
464.85	6.00	0.00	8.78	11.05			
464.85	6.00	0.00	8.00	12.53			
464.91	6.00	0.00	8.77	11.65			
464.91	6.00	19.00	8.80	11.31			
464.98	6.00	0.00	8.77	10.96			
464.98	6.00	0.00	9.01	12.07			
465.05	6.00	0.00	8.39	11.19			
465.05	6.00	0.00	9.34	11.06			
465.12	6.00	0.00	8.18	12.19			
465.12	6.00	0.00	8.89	11.92			
465.19	6.00	0.00	8.07	10.96			
465.19	6.00	4.00	9.68	10.54			
465.26	6.00	0.00	8.41	11.76			
465.26	6.00	0.00	9.39	12.18			
465.33	6.00	0.00	9.15	11.32			
465.33	6.00	0.00	8.43	10.17			
465.40	6.00	0.00	8.94	12.42			
465.40	6.00	0.00	7.61	11.08			
465.46	6.00	4.00	9.54	11.09			
465.46	6.00	0.00	8.14	12.79			
465.53	6.00	0.00	9.59	11.77			
465.53	6.00	0.00	8.94	10.55			
465.60	6.00	7.00	8.74	11.41			
465.60	6.00	0.00	9.13	12.12			
465.67	6.00	0.00	9.08	11.59			
465.67	6.00	0.00	9.44	12.32			
465.74	6.00	0.00	8.00	11.76			
465.74	6.00	0.00	8.93	11.00			
465.81	6.00	0.00	9.07	11.21			
465.81	6.00	0.00	8.92	11.44			
465.88	6.00	0.00	7.84	11.31			
465.88	6.00	0.00	9.62	11.45			
465.94	6.00	0.00	9.29	11.70			
465.94	6.00	0.00	9.11	10.92			
466.01	6.00	0.00	9.16	11.16			
466.01	6.00	0.00	8.23	11.05			
466.08	6.00	0.00	8.49	11.80			
466.08	6.00	0.00	8.41	11.93			
466.15	6.00	0.00	8.85	11.12			
466.15	6.00	0.00	7.93	10.98			
466.22	6.00	0.00	8.65	10.75			
466.22	6.00	8.00	9.72	11.77			
466.29	6.00	0.00	9.01	11.62			
466.29	6.00	0.00	9.55	11.32			
466.36	6.00	0.00	8.21	11.38			
466.36	6.00	0.00	8.71	11.57			
466.42	6.00	0.00	8.80	11.40			
466.42	6.00	0.00	8.46	10.98			
466.49	6.00	4.00	8.18	11.25			
466.49	6.00	0.00	9.29	10.45			
466.56	6.00	0.00	9.34	11.46			
466.56	6.00	0.00	9.16	11.11			
466.63	6.00	0.00	9.52	11.35			
466.63	6.00	0.00	8.70	10.70			
466.70	6.00	0.00	9.09	11.26			
466.70	6.00	0.00	9.01	11.58			
466.77	6.00	0.00	8.80	11.21			
466.77	6.00	0.00	9.08	11.49			
466.84	6.00	0.00	7.74	10.99			
466.84	6.00	0.00	8.62	11.79			
466.90	6.00	0.00	8.88	11.07			
466.90	6.00	0.00	8.40	11.80			
466.97	6.00	0.00	8.18	11.03			
466.97	6.00	0.00	8.27	10.91			
467.04	6.00	0.00	9.28	10.84			
467.04	6.00	0.00	8.58	11.50			
467.11	6.00	0.00	8.12	11.74			
467.11	6.00	0.00	9.12	10.63			
467.18	6.00	8.00	8.79	12.01			
467.18	6.00	3.00	8.11	10.85			
467.25	6.00	0.00	9.31	11.48			
467.25	6.00	8.00	9.24	10.30			
467.32	6.00	0.00	8.74	11.04			
467.32	6.00	0.00	8.65	12.21			
467.38	6.00	8.00	8.51	11.61			
467.38	6.00	0.00	8.14	11.30			
467.45	6.00	0.00	8.39	12.21			
467.45	6.00	8.00	8.88	12.13			
467.52	6.00	0.00	9.25	10.52			
467.52	6.00	0.00	9.13	11.73			
467.59	6.00	0.00	8.01	11.24			
467.59	6.00	0.00	8.62	11.75			
467.66	6.00	0.00	8.83	10.52			
467.66	6.00	0.00	8.86	11.11			
467.73	6.00	0.00	8.25	11.55			
467.73	6.00	0.00	8.62	10.26			
467.80	6.00	0.00	9.36	11.78			
467.80	6.00	0.00	8.40	11.31			
467.87	6.00	0.00	8.99	12.16			
467.87	6.00	6.00	9.12	10.94			
467.93	6.00	0.00	8.93	11.03			
467.93	6.00	0.00	8.76	11.70			
468.00	6.00	0.00	8.97	12.25			
468.00	6.00	0.00	8.87	10.91			
468.07	6.00	0.00	9.02	12.10			
468.07	6.00	0.00	8.37	12.58			
468.14	6.00	0.00	9.15	12.08			
468.14	6.00	0.00	9.16	11.50			
468.21	6.00	0.00	8.48	10.96			
468.21	6.00	0.00	8.13	11.70			
468.28	6.00	0.00	8.73	10.56			
468.28	6.00	0.00	9.42	10.66			
468.35	6.00	0.00	7.58	11.37			
468.35	6.00	0.00	8.84	11.68			
468.41	6.00	0.00	8.57	11.92			
468.41	6.00	0.00	8.18	11.07			
468.48	6.00	0.00	8.06	11.93			
468.48	6.00	0.00	9.26	10.83			
468.55	6.00	0.00	8.96	11.19			
468.55	6.00	0.00	9.00	11.22			
468.62	6.00	0.00	9.21	12.45			
468.62	6.00	0.00	9.20	11.72			
468.69	6.00	0.00	9.53	11.40			
468.69	6.00	0.00	8.54	12.71			
468.76	6.00	0.00	8.92	11.27			
468.76	6.00	0.00	9.14	11.41			
468.83	6.00	0.00	8.17	11.40			
468.83	6.00	0.00	8.10	11.70			
468.89	6.00	0.00	8.47	11.14			
468.89	6.00	0.00	8.63	11.31			
468.96	6.00	0.00	8.10	11.16			
468.96	6.00	0.00	8.65	10.96			
469.03	6.00	3.00	8.72	12.26			
469.03	6.00	0.00	8.21	11.59			
469.10	6.00	0.00	8.05	11.75			
469.10	6.00	0.00	9.03	11.39			
469.17	6.00	0.00	8.86	11.48			
469.17	6.00	0.00	8.24	11.15			
469.24	6.00	0.00	8.71	11.90			
469.24	6.00	0.00	9.20	10.71			
469.31	6.00	0.00	9.24	10.79			
469.31	6.00	0.00	8.98	12.37			
469.37	6.00	0.00	9.21	12.87			
469.37	6.00	0.00	8.87	11.44			
469.44	6.00	0.00	8.66	11.32			
469.44	6.00	0.00	8.37	11.87			
469.51	6.00	6.00	8.93	11.54			
469.51	6.00	0.00	9.36	11.73			
469.58	6.00	0.00	8.21	11.02			
469.58	6.00	0.00	8.68	11.25			
469.65	6.00	0.00	8.50	11.43			
469.65	6.00	0.00	8.57	11.49			
469.72	6.00	0.00	7.50	11.55			
469.72	6.00	0.00	8.55	11.84			
469.79	6.00	0.00	8.58	11.66			
469.79	6.00	4.00	8.42	11.38			
469.86	6.00	0.00	8.78	11.92			
469.86	6.00	3.00	8.49	10.56			
469.92	6.00	11.00	9.36	11.45			
469.92	6.00	0.00	8.15	12.21			
469.99	6.00	0.00	9.40	12.02			
469.99	6.00	0.00	8.85	11.60			
470.06	6.00	0.00	8.95	11.42			
470.06	6.00	0.00	8.85	11.52			
470.13	6.00	0.00	9.09	11.89			
470.13	6.00	0.00	9.41	12.02			
470.20	6.00	0.00	7.67	12.10			
470.20	6.00	0.00	9.33	11.33			
470.27	6.00	0.00	8.97	11.37			
470.27	6.00	0.00	8.36	11.94			
470.34	6.00	0.00	7.96	11.25			
470.34	6.00	0.00	8.58	10.73			
470.40	6.00	0.00	8.16	11.51			
470.40	6.00	4.00	8.13	11.06			
470.47	6.00	0.00	8.99	11.44			
470.47	6.00	0.00	8.62	11.46			
470.54	6.00	0.00	9.27	11.37			
470.54	6.00	0.00	8.15	11.64			
470.61	6.00	0.00	8.91	11.46			
470.61	6.00	0.00	8.69	11.64			
470.68	6.00	0.00	8.39	11.12			
470.68	6.00	0.00	8.76	12.34			
470.75	6.00	0.00	9.66	11.70			
470.75	6.00	0.00	9.33	11.17			
470.82	6.00	0.00	8.37	11.75			
470.82	6.00	14.00	8.55	11.83			
470.88	6.00	0.00	8.73	11.36			
470.88	6.00	0.00	8.09	11.21			
470.95	6.00	0.00	8.42	11.78			
470.95	6.00	0.00	8.84	11.66			
471.02	6.00	6.00	8.54	12.23			
471.02	6.00	0.00	8.03	11.59			
471.09	6.00	0.00	8.17	11.83			
471.09	6.00	0.00	8.96	10.61			
471.16	6.00	0.00	8.46	11.24			
471.16	6.00	0.00	8.56	11.57			
471.23	6.00	0.00	9.03	11.58			
471.23	6.00	4.00	9.57	11.19			
471.30	6.00	0.00	9.10	11.00			
471.30	6.00	4.00	9.05	11.92			
471.36	6.00	0.00	9.38	11.66			
471.36	6.00	4.00	9.17	12.48			
471.43	6.00	0.00	8.34	11.64			
471.43	6.00	0.00	8.14	12.02			
471.50	6.00	0.00	8.84	12.15			
471.50	6.00	0.00	8.82	11.36			
471.57	6.00	0.00	8.78	12.48			
471.57	6.00	0.00	8.53	11.84			
471.64	6.00	0.00	8.78	11.42			
471.64	6.00	0.00	8.06	11.42			
471.71	6.00	9.00	8.34	12.12			
471.71	6.00	0.00	8.83	11.23			
471.78	6.00	0.00	9.27	11.03			
471.78	6.00	0.00	8.13	11.21			
471.84	6.00	4.00	8.48	11.66			
471.84	6.00	0.00	8.85	11.28			
471.91	6.00	0.00	8.54	11.01			
471.91	6.00	0.00	8.35	11.79			
471.98	5.00	0.00	9.50	12.04			
471.98	6.00	0.00	9.15	11.52			
472.05	6.00	0.00	8.74	11.72			
472.05	6.00	0.00	8.78	12.20			
472.12	5.00	0.00	9.24	11.77			
472.12	5.00	0.00	9.21	12.82			
472.19	6.00	0.00	8.58	11.94			
472.19	6.00	0.00	8.94	11.75			
472.26	6.00	0.00	9.01	11.51			
472.26	6.00	0.00	8.71	12.02			
472.32	6.00	0.00	7.79	11.69			
472.32	6.00	0.00	8.63	11.72			
472.39	6.00	0.00	8.74	11.17			
472.39	6.00	0.00	9.00	12.46			
472.46	6.00	0.00	8.83	11.66			
472.46	6.00	0.00	8.39	11.48			
472.53	6.00	0.00	8.53	11.46			
472.53	6.00	15.00	8.10	11.96			
472.60	6.00	8.00	8.97	11.59			
472.60	6.00	4.00	8.85	11.48			
472.67	6.00	0.00	9.08	11.57			
472.67	6.00	0.00	8.05	11.14			
472.74	5.00	0.00	9.44	11.59			
472.74	6.00	1.00	9.08	10.51			
472.81	5.00	0.00	8.82	11.42			
472.81	6.00	0.00	9.02	11.53			
472.87	6.00	0.00	7.95	12.01			
472.87	6.00	0.00	8.31	11.28			
472.94	6.00	0.00	8.83	11.58			
472.94	6.00	0.00	8.41	11.37			
473.01	6.00	1.00	9.18	11.68			
473.01	6.00	0.00	9.57	11.02			
473.08	6.00	0.00	7.97	11.89			
473.08	6.00	0.00	8.47	11.24			
473.15	6.00	0.00	8.91	11.66			
473.15	6.00	0.00	8.60	11.42			
473.22	6.00	0.00	8.52	11.64			
473.22	6.00	0.00	9.67	11.74			
473.29	6.00	0.00	9.17	10.90			
473.29	6.00	0.00	8.46	10.88			
473.35	6.00	0.00	9.31	11.41			
473.35	5.00	0.00	9.98	13.27			
473.42	6.00	0.00	8.49	11.60			
473.42	5.00	0.00	9.38	12.04			
473.49	6.00	0.00	8.41	11.64			
473.49	6.00	0.00	9.09	12.12			
473.56	6.00	0.00	8.25	11.14			
473.56	6.00	0.00	8.02	10.96			
473.63	6.00	0.00	8.13	11.68			
473.63	6.00	0.00	8.27	11.97			
473.70	6.00	6.00	8.84	12.32			
473.70	6.00	0.00	8.56	11.99			
473.77	6.00	4.00	9.20	11.65			
473.77	6.00	11.00	7.56	11.11			
473.83	6.00	0.00	8.62	11.54			
473.83	6.00	11.00	8.83	11.05			
473.90	6.00	0.00	8.36	11.61			
473.90	6.00	0.00	7.75	11.42			
473.97	6.00	0.00	9.52	12.15			
473.97	6.00	0.00	8.92	11.44			
474.04	5.00	0.00	9.90	12.15			
474.04	6.00	0.00	8.69	11.75			
474.11	6.00	0.00	8.53	11.60			
474.11	6.00	0.00	7.95	11.93			
474.18	6.00	0.00	8.60	12.19			
474.18	6.00	0.00	8.65	11.01			
474.25	6.00	0.00	8.70	11.20			
474.25	6.00	4.00	8.75	12.47			
474.31	6.00	0.00	8.66	11.98			
474.31	6.00	4.00	9.30	11.86			
474.38	6.00	0.00	8.45	11.77			
474.38	6.00	0.00	8.31	11.96			
474.45	6.00	0.00	8.71	11.69			
474.45	6.00	0.00	8.67	11.00			
474.52	6.00	0.00	8.40	11.57			
474.52	6.00	0.00	8.89	11.59			
474.59	6.00	12.00	9.14	11.21			
474.59	6.00	4.00	8.83	10.81			
474.66	6.00	0.00	9.44	12.03			
474.66	6.00	3.00	9.03	12.13			
474.73	6.00	0.00	9.33	11.17			
474.73	6.00	0.00	8.54	11.98			
474.80	6.00	0.00	9.21	11.23			
474.80	6.00	3.00	8.85	11.70			
474.86	6.00	0.00	8.96	11.19			
474.86	6.00	4.00	8.99	12.36			
474.93	6.00	0.00	9.17	12.42			
474.93	6.00	0.00	9.96	11.70			
475.00	6.00	0.00	8.83	12.22			
475.00	6.00	0.00	8.81	10.66			
475.07	6.00	0.00	8.98	12.03			
475.07	6.00	0.00	8.71	11.03			
475.14	6.00	8.00	7.76	12.12			
475.14	6.00	0.00	8.60	11.57			
475.21	6.00	0.00	9.44	12.11			
475.21	6.00	0.00	9.58	10.82			
475.28	6.00	3.00	8.37	10.78			
475.28	6.00	0.00	9.05	10.93			
475.34	6.00	0.00	9.20	11.15			
475.34	6.00	0.00	8.64	11.69			
475.41	6.00	0.00	9.04	12.03			
475.41	6.00	0.00	8.69	12.08			
475.48	6.00	0.00	9.17	10.64			
475.48	6.00	0.00	7.80	12.58			
475.55	6.00	3.00	8.48	11.69			
475.55	6.00	13.00	8.91	12.04			
475.62	6.00	1.00	9.40	11.11			
475.62	6.00	0.00	7.97	11.28			
475.69	6.00	0.00	8.63	12.34			
475.69	6.00	0.00	8.41	11.75			
475.76	6.00	0.00	8.83	11.89			
475.76	6.00	0.00	8.16	11.52			
475.82	6.00	0.00	8.16	11.73			
475.82	6.00	0.00	8.49	12.11			
475.89	6.00	0.00	8.02	11.32			
475.89	6.00	0.00	8.03	11.78			
475.96	6.00	0.00	8.99	10.25			
475.96	6.00	11.00	8.74	11.61			
476.03	6.00	0.00	8.50	11.01			
476.03	6.00	0.00	9.85	11.80			
476.10	6.00	0.00	8.91	11.29			
476.10	5.00	0.00	9.41	12.48			
476.17	5.00	0.00	8.32	12.58			
476.17	6.00	0.00	9.49	12.68			
476.24	6.00	0.00	9.53	11.61			
476.24	6.00	0.00	8.80	12.16			
476.30	6.00	8.00	8.10	11.85			
476.30	6.00	0.00	8.70	11.12			
476.37	6.00	9.00	8.47	11.72			
476.37	6.00	13.00	8.26	11.38			
476.44	6.00	0.00	8.29	12.48			
476.44	6.00	8.00	9.39	11.83			
476.51	6.00	0.00	8.58	11.78			
476.51	6.00	11.00	8.56	11.64			
476.58	6.00	0.00	8.95	11.60			
476.58	6.00	2.00	8.56	11.15			
476.65	6.00	0.00	8.89	10.64			
476.65	6.00	0.00	8.17	11.79			
476.72	6.00	0.00	9.66	11.71			
476.72	6.00	0.00	9.05	11.98			
476.78	6.00	0.00	8.84	12.03			
476.78	6.00	0.00	8.96	11.51			
476.85	6.00	0.00	9.18	12.61			
476.85	6.00	0.00	8.93	11.43			
476.92	6.00	0.00	8.45	11.65			
476.92	6.00	0.00	8.87	11.10			
476.99	6.00	0.00	8.67	11.16			
476.99	6.00	0.00	8.36	11.31			
477.06	6.00	4.00	8.66	12.35			
477.06	6.00	0.00	8.50	11.50			
477.13	6.00	0.00	8.44	12.31			
477.13	6.00	0.00	7.71	11.83			
477.20	6.00	0.00	8.74	11.03			
477.20	6.00	0.00	9.07	11.90			
477.26	6.00	0.00	9.63	11.28			
477.26	6.00	0.00	8.08	11.47			
477.33	6.00	0.00	8.09	10.41			
477.33	6.00	0.00	9.31	11.00			
477.40	6.00	5.00	8.67	11.84			
477.40	5.00	0.00	9.70	12.13			
477.47	6.00	0.00	9.29	12.18			
477.47	6.00	4.00	8.78	11.56			
477.54	6.00	0.00	8.07	12.38			
477.54	5.00	0.00	9.46	12.03			
477.61	6.00	0.00	8.86	11.95			
477.61	6.00	0.00	8.21	11.46			
477.68	6.00	0.00	8.84	11.88			
477.68	6.00	2.00	8.72	11.68			
477.75	6.00	0.00	8.06	11.78			
477.75	6.00	2.00	8.89	11.59			
477.81	6.00	0.00	8.14	11.61			
477.81	6.00	0.00	8.78	11.25			
477.88	6.00	6.00	8.79	11.08			
477.88	6.00	0.00	9.20	11.85			
477.95	6.00	0.00	8.71	10.82			
477.95	6.00	0.00	9.17	11.63			
