"Zeit (Y, M, d, h, min, s)";"Zeit kleiner Sekunde";"Pulszahl";"OUT1";"OUT2";"OUT3";"OUT4"
19.04.2024 10:54:50;0,4735625;0;8,51;8,72;-3,94;3,59
19.04.2024 10:54:50;0,5985625;0;7,81;9,35;-4,64;3,28
19.04.2024 10:54:50;0,7235625;0;7,85;9,32;-4,63;3,68
19.04.2024 10:54:50;0,8485625;0;8,59;8,64;-4,23;4,33
19.04.2024 10:54:50;0,9735625;0;8,25;8,96;-4,30;3,89
19.04.2024 10:54:51;0,0985625;0;7,75;9,40;-4,37;3,01
19.04.2024 10:54:51;0,2235625;0;8,34;8,87;-3,62;2,97
19.04.2024 10:54:51;0,3485625;0;8,55;8,67;-3,12;3,10
19.04.2024 10:54:51;0,4735625;0;8,24;8,96;-3,36;2,55
19.04.2024 10:54:51;0,5985625;0;7,98;9,20;-3,56;1,88
19.04.2024 10:54:51;0,7235625;0;8,22;8,99;-2,89;2,17
19.04.2024 10:54:51;0,8485625;0;8,69;8,54;-2,61;2,73
19.04.2024 10:54:51;0,9735625;0;8,36;8,86;-3,27;2,67
19.04.2024 10:54:52;0,0985625;0;7,86;9,31;-3,99;2,57
19.04.2024 10:54:52;0,2235625;0;8,31;8,90;-3,79;3,20
19.04.2024 10:54:52;0,3485625;0;8,41;8,80;-3,82;3,65
19.04.2024 10:54:52;0,4735625;0;8,04;9,15;-4,56;3,50
19.04.2024 10:54:52;0,5985625;0;7,74;9,40;-5,03;3,67
19.04.2024 10:54:52;0,7235625;0;8,23;8,98;-4,58;4,29
19.04.2024 10:54:52;0,8485625;0;8,47;8,75;-4,25;4,24
19.04.2024 10:54:52;0,9735625;0;7,99;9,20;-4,32;3,30
19.04.2024 10:54:53;0,0985625;0;7,92;9,25;-4,02;2,93
19.04.2024 10:54:53;0,2235625;0;8,45;8,77;-3,36;3,07
19.04.2024 10:54:53;0,3485625;0;8,69;8,53;-3,05;3,18
19.04.2024 10:54:53;0,4735625;0;8,02;9,17;-3,22;2,30
19.04.2024 10:54:53;0,5985625;0;8,03;9,15;-3,20;1,59
19.04.2024 10:54:53;0,7235625;0;8,63;8,60;-2,32;2,13
19.04.2024 10:54:53;0,8485625;0;8,37;8,85;-2,45;2,38
19.04.2024 10:54:53;0,9735625;0;8,33;8,89;-3,33;2,24
19.04.2024 10:54:54;0,0985625;0;7,93;9,23;-3,75;2,54
19.04.2024 10:54:54;0,2235625;0;8,45;8,77;-3,68;3,67
19.04.2024 10:54:54;0,3485625;0;8,41;8,82;-4,58;4,27
19.04.2024 10:54:54;0,4735625;0;7,71;9,42;-5,60;4,18
19.04.2024 10:54:54;0,5985625;0;7,67;9,46;-5,46;4,50
19.04.2024 10:54:54;0,7235625;0;8,55;8,68;-4,54;4,46
19.04.2024 10:54:54;0,8485625;0;8,06;9,13;-4,34;3,48
19.04.2024 10:54:54;0,9735625;0;7,85;9,31;-3,99;2,74
19.04.2024 10:54:55;0,0985625;0;8,51;8,71;-2,97;2,78
19.04.2024 10:54:55;0,2235625;0;8,71;8,51;-2,55;2,61
19.04.2024 10:54:55;0,3485625;0;8,02;9,16;-3,06;1,90
19.04.2024 10:54:55;0,4735625;0;8,03;9,15;-3,35;1,92
19.04.2024 10:54:55;0,5985625;0;8,49;8,74;-3,00;2,62
19.04.2024 10:54:55;0,7235625;0;8,49;8,73;-2,95;2,79
19.04.2024 10:54:55;0,8485625;0;8,10;9,09;-3,64;2,33
19.04.2024 10:54:55;0,9735625;0;7,81;9,35;-4,11;2,75
19.04.2024 10:54:56;0,0985625;0;8,50;8,72;-4,01;3,86
19.04.2024 10:54:56;0,2235625;0;8,36;8,85;-4,38;4,31
19.04.2024 10:54:56;0,3485625;0;7,53;9,57;-5,28;3,74
19.04.2024 10:54:56;0,4735625;0;7,89;9,28;-5,09;3,82
19.04.2024 10:54:56;0,5985625;0;8,59;8,64;-3,73;3,85
19.04.2024 10:54:56;0,7235625;0;8,22;8,98;-3,42;3,01
19.04.2024 10:54:56;0,8485625;0;8,19;9,02;-3,40;2,12
19.04.2024 10:54:56;0,9735625;0;8,00;9,17;-3,13;2,09
19.04.2024 10:54:57;0,0985625;0;8,66;8,57;-2,64;2,53
19.04.2024 10:54:57;0,2235625;0;8,45;8,77;-3,16;2,65
19.04.2024 10:54:57;0,3485625;0;7,77;9,37;-3,90;2,60
19.04.2024 10:54:57;0,4735625;0;8,15;9,05;-4,18;2,97
19.04.2024 10:54:57;0,5985625;0;8,38;8,84;-4,18;3,83
19.04.2024 10:54:57;0,7235625;0;8,06;9,14;-4,57;4,13
19.04.2024 10:54:57;0,8485625;0;7,83;9,33;-5,34;3,72
19.04.2024 10:54:57;0,9735625;0;7,88;9,28;-4,84;3,80
19.04.2024 10:54:58;0,0985625;0;8,37;8,85;-3,83;4,13
19.04.2024 10:54:58;0,2235625;0;8,55;8,68;-3,83;3,27
19.04.2024 10:54:58;0,3485625;0;7,60;9,52;-3,85;2,09
19.04.2024 10:54:58;0,4735625;0;8,48;8,74;-2,52;2,15
19.04.2024 10:54:58;0,5985625;0;8,87;8,35;-1,72;2,33
19.04.2024 10:54:58;0,7235625;0;8,56;8,66;-2,32;1,82
19.04.2024 10:54:58;0,8485625;0;7,50;9,59;-3,52;1,58
19.04.2024 10:54:58;0,9735625;0;8,42;8,79;-3,38;2,70
19.04.2024 10:54:59;0,0985625;0;8,76;8,46;-3,25;3,72
19.04.2024 10:54:59;0,2235625;0;7,91;9,25;-4,58;3,32
19.04.2024 10:54:59;0,3485625;0;7,51;9,58;-5,26;3,50
19.04.2024 10:54:59;0,4735625;0;8,33;8,89;-4,71;4,69
19.04.2024 10:54:59;0,5985625;0;8,63;8,60;-4,56;4,89
19.04.2024 10:54:59;0,7235625;0;7,53;9,57;-5,15;3,52
19.04.2024 10:54:59;0,8485625;0;7,90;9,27;-4,52;2,98
19.04.2024 10:54:59;0,9735625;0;8,55;8,67;-3,34;3,31
19.04.2024 10:55:00;0,0985625;0;8,48;8,74;-2,99;2,75
19.04.2024 10:55:00;0,2235625;0;8,05;9,14;-3,24;2,05
19.04.2024 10:55:00;0,3485625;0;8,33;8,90;-2,69;2,06
19.04.2024 10:55:00;0,4735625;0;8,63;8,60;-2,34;2,49
19.04.2024 10:55:00;0,5985625;0;8,52;8,70;-3,01;2,62
19.04.2024 10:55:00;0,7235625;0;7,87;9,29;-4,08;2,70
19.04.2024 10:55:00;0,8485625;0;7,94;9,23;-4,47;3,34
19.04.2024 10:55:00;0,9735625;0;8,48;8,74;-4,12;4,05
19.04.2024 10:55:01;0,0985625;0;8,11;9,08;-4,33;3,69
19.04.2024 10:55:01;0,2235625;0;7,85;9,32;-4,58;3,41
19.04.2024 10:55:01;0,3485625;0;8,11;9,09;-4,40;3,52
19.04.2024 10:55:01;0,4735625;0;8,39;8,83;-3,94;3,70
19.04.2024 10:55:01;0,5985625;0;8,21;9,00;-3,75;3,29
19.04.2024 10:55:01;0,7235625;0;7,99;9,19;-4,23;2,75
19.04.2024 10:55:01;0,8485625;0;7,96;9,22;-4,08;3,02
19.04.2024 10:55:01;0,9735625;0;8,64;8,58;-3,33;3,30
19.04.2024 10:55:02;0,0985625;0;8,25;8,96;-3,22;2,55
19.04.2024 10:55:02;0,2235625;0;8,02;9,17;-3,33;1,92
19.04.2024 10:55:02;0,3485625;0;8,13;9,06;-3,01;2,19
19.04.2024 10:55:02;0,4735625;0;8,76;8,46;-2,76;2,94
19.04.2024 10:55:02;0,5985625;0;8,24;8,97;-3,57;2,70
19.04.2024 10:55:02;0,7235625;0;7,73;9,41;-4,31;2,85
19.04.2024 10:55:02;0,8485625;0;8,18;9,02;-4,35;3,80
19.04.2024 10:55:02;0,9735625;0;8,49;8,74;-4,27;4,46
19.04.2024 10:55:03;0,0985625;0;7,85;9,30;-4,82;3,77
19.04.2024 10:55:03;0,2235625;0;7,41;9,67;-5,05;3,17
19.04.2024 10:55:03;0,3485625;0;8,61;8,62;-3,84;3,54
19.04.2024 10:55:03;0,4735625;0;8,52;8,71;-3,19;3,28
19.04.2024 10:55:03;0,5985625;0;7,91;9,27;-3,54;2,03
19.04.2024 10:55:03;0,7235625;0;8,19;9,01;-3,21;2,08
19.04.2024 10:55:03;0,8485625;0;8,74;8,48;-2,62;2,75
19.04.2024 10:55:03;0,9735625;0;8,23;8,98;-2,98;2,44
19.04.2024 10:55:04;0,0985625;0;7,74;9,40;-3,81;1,96
19.04.2024 10:55:04;0,2235625;0;8,22;8,99;-3,65;3,01
19.04.2024 10:55:04;0,3485625;0;8,56;8,67;-3,60;3,83
19.04.2024 10:55:04;0,4735625;0;8,07;9,12;-4,34;3,63
19.04.2024 10:55:04;0,5985625;0;7,75;9,39;-4,65;3,25
19.04.2024 10:55:04;0,7235625;0;8,23;8,98;-4,26;4,06
19.04.2024 10:55:04;0,8485625;0;8,43;8,80;-4,14;4,19
19.04.2024 10:55:04;0,9735625;0;7,85;9,31;-4,56;3,63
19.04.2024 10:55:05;0,0985625;0;8,03;9,16;-4,30;2,85
19.04.2024 10:55:05;0,2235625;0;8,18;9,02;-3,69;3,12
19.04.2024 10:55:05;0,3485625;0;8,41;8,81;-3,13;3,13
19.04.2024 10:55:05;0,4735625;0;8,35;8,87;-3,40;2,52
19.04.2024 10:55:05;0,5985625;0;7,87;9,30;-3,56;2,40
19.04.2024 10:55:05;0,7235625;0;8,39;8,83;-3,17;2,79
19.04.2024 10:55:05;0,8485625;0;8,53;8,69;-3,22;3,02
19.04.2024 10:55:05;0,9735625;0;8,03;9,16;-3,80;3,05
19.04.2024 10:55:06;0,0985625;0;7,90;9,27;-4,29;3,18
19.04.2024 10:55:06;0,2235625;0;8,24;8,96;-4,13;3,67
19.04.2024 10:55:06;0,3485625;0;8,15;9,05;-3,96;3,91
19.04.2024 10:55:06;0,4735625;0;8,33;8,89;-4,11;3,50
19.04.2024 10:55:06;0,5985625;0;7,79;9,36;-4,24;3,15
19.04.2024 10:55:06;0,7235625;0;7,93;9,24;-3,95;3,35
19.04.2024 10:55:06;0,8485625;0;8,91;8,31;-3,51;3,61
19.04.2024 10:55:06;0,9735625;0;7,94;9,23;-3,43;2,72
19.04.2024 10:55:07;0,0985625;0;7,80;9,34;-3,48;1,97
19.04.2024 10:55:07;0,2235625;0;8,63;8,60;-2,96;2,46
19.04.2024 10:55:07;0,3485625;0;8,49;8,74;-2,84;3,03
19.04.2024 10:55:07;0,4735625;0;7,97;9,21;-3,80;2,52
19.04.2024 10:55:07;0,5985625;0;7,76;9,38;-4,47;2,41
19.04.2024 10:55:07;0,7235625;0;8,26;8,95;-3,63;3,57
19.04.2024 10:55:07;0,8485625;0;8,59;8,64;-3,72;4,05
19.04.2024 10:55:07;0,9735625;0;7,81;9,35;-4,71;3,28
19.04.2024 10:55:08;0,0985625;0;7,62;9,50;-4,74;3,25
19.04.2024 10:55:08;0,2235625;0;8,51;8,72;-3,64;3,66
19.04.2024 10:55:08;0,3485625;0;8,34;8,87;-3,54;3,35
19.04.2024 10:55:08;0,4735625;0;7,69;9,45;-4,36;2,76
19.04.2024 10:55:08;0,5985625;0;8,16;9,04;-4,06;3,09
19.04.2024 10:55:08;0,7235625;0;8,49;8,73;-3,39;3,50
19.04.2024 10:55:08;0,8485625;0;8,24;8,96;-3,19;2,81
19.04.2024 10:55:08;0,9735625;0;8,14;9,05;-3,33;1,95
19.04.2024 10:55:09;0,0985625;0;8,07;9,12;-3,23;2,32
19.04.2024 10:55:09;0,2235625;0;8,53;8,70;-3,13;2,97
19.04.2024 10:55:09;0,3485625;0;8,42;8,80;-3,43;2,92
19.04.2024 10:55:09;0,4735625;0;7,77;9,38;-4,01;2,54
19.04.2024 10:55:09;0,5985625;0;8,04;9,15;-3,92;2,86
19.04.2024 10:55:09;0,7235625;0;8,45;8,77;-3,82;3,67
19.04.2024 10:55:09;0,8485625;0;8,23;8,98;-4,20;3,79
19.04.2024 10:55:09;0,9735625;0;7,77;9,38;-4,74;3,36
19.04.2024 10:55:10;0,0985625;0;7,85;9,31;-4,48;3,69
19.04.2024 10:55:10;0,2235625;0;8,54;8,68;-3,89;4,26
19.04.2024 10:55:10;0,3485625;0;8,29;8,93;-4,05;3,60
19.04.2024 10:55:10;0,4735625;0;7,67;9,46;-4,22;2,52
19.04.2024 10:55:10;0,5985625;0;8,18;9,01;-3,41;2,54
19.04.2024 10:55:10;0,7235625;0;8,79;8,43;-2,63;3,05
19.04.2024 10:55:10;0,8485625;0;8,10;9,09;-3,21;2,51
19.04.2024 10:55:10;0,9735625;0;7,92;9,25;-3,41;2,03
19.04.2024 10:55:11;0,0985625;0;8,37;8,85;-3,05;2,57
19.04.2024 10:55:11;0,2235625;0;8,70;8,52;-2,79;3,17
19.04.2024 10:55:11;0,3485625;0;8,03;9,16;-3,87;2,88
19.04.2024 10:55:11;0,4735625;0;7,89;9,28;-4,70;3,03
19.04.2024 10:55:11;0,5985625;0;8,11;9,09;-4,41;4,05
19.04.2024 10:55:11;0,7235625;0;8,44;8,78;-4,36;4,51
19.04.2024 10:55:11;0,8485625;0;7,77;9,38;-5,07;3,84
19.04.2024 10:55:11;0,9735625;0;7,69;9,44;-5,05;3,72
19.04.2024 10:55:12;0,0985625;0;8,43;8,80;-4,01;4,08
19.04.2024 10:55:12;0,2235625;0;8,54;8,68;-3,60;3,53
19.04.2024 10:55:12;0,3485625;0;7,97;9,21;-3,66;2,44
19.04.2024 10:55:12;0,4735625;0;8,02;9,16;-3,21;1,91
19.04.2024 10:55:12;0,5985625;0;8,69;8,53;-2,38;2,15
19.04.2024 10:55:12;0,7235625;0;8,44;8,77;-2,32;2,10
19.04.2024 10:55:12;0,8485625;0;8,06;9,13;-2,84;1,70
19.04.2024 10:55:12;0,9735625;0;8,34;8,87;-3,16;2,26
19.04.2024 10:55:13;0,0985625;0;8,42;8,79;-3,30;3,07
19.04.2024 10:55:13;0,2235625;0;8,23;8,97;-3,95;3,52
19.04.2024 10:55:13;0,3485625;0;7,87;9,29;-4,96;3,41
19.04.2024 10:55:13;0,4735625;0;7,80;9,35;-5,06;3,99
19.04.2024 10:55:13;0,5985625;0;8,47;8,75;-4,57;4,40
19.04.2024 10:55:13;0,7235625;0;8,08;9,12;-4,62;3,78
19.04.2024 10:55:13;0,8485625;0;7,71;9,43;-4,63;3,16
19.04.2024 10:55:13;0,9735625;0;8,38;8,84;-3,94;3,24
19.04.2024 10:55:14;0,0985625;0;8,61;8,61;-3,18;3,24
19.04.2024 10:55:14;0,2235625;0;8,02;9,17;-3,17;2,34
19.04.2024 10:55:14;0,3485625;0;8,13;9,07;-3,21;1,67
19.04.2024 10:55:14;0,4735625;0;8,33;8,88;-2,60;2,11
19.04.2024 10:55:14;0,5985625;0;8,65;8,57;-2,50;2,65
19.04.2024 10:55:14;0,7235625;0;8,33;8,88;-3,41;2,56
19.04.2024 10:55:14;0,8485625;0;7,59;9,52;-4,08;2,19
19.04.2024 10:55:14;0,9735625;0;8,42;8,80;-3,71;2,99
19.04.2024 10:55:15;0,0985625;0;8,46;8,76;-3,65;3,58
19.04.2024 10:55:15;0,2235625;0;7,95;9,23;-4,45;3,37
19.04.2024 10:55:15;0,3485625;0;7,77;9,38;-4,92;3,29
19.04.2024 10:55:15;0,4735625;0;8,19;9,02;-4,25;3,85
19.04.2024 10:55:15;0,5985625;0;8,46;8,76;-3,81;3,96
19.04.2024 10:55:15;0,7235625;0;8,03;9,16;-4,53;3,14
19.04.2024 10:55:15;0,8485625;0;7,67;9,46;-4,49;2,91
19.04.2024 10:55:15;0,9735625;0;8,36;8,87;-3,62;3,25
19.04.2024 10:55:16;0,0985625;0;8,69;8,53;-3,09;2,95
19.04.2024 10:55:16;0,2235625;0;7,89;9,27;-3,38;2,26
19.04.2024 10:55:16;0,3485625;0;8,04;9,15;-3,40;2,34
19.04.2024 10:55:16;0,4735625;0;8,73;8,49;-2,89;2,78
19.04.2024 10:55:16;0,5985625;0;8,35;8,87;-3,03;2,62
19.04.2024 10:55:16;0,7235625;0;7,84;9,31;-3,71;2,17
19.04.2024 10:55:16;0,8485625;0;8,26;8,95;-3,96;2,77
19.04.2024 10:55:16;0,9735625;0;8,20;9,01;-4,05;3,88
19.04.2024 10:55:17;0,0985625;0;8,22;8,99;-4,64;4,14
19.04.2024 10:55:17;0,2235625;0;7,88;9,28;-5,01;3,73
19.04.2024 10:55:17;0,3485625;0;8,05;9,14;-4,42;3,67
19.04.2024 10:55:17;0,4735625;0;8,40;8,82;-3,72;3,42
19.04.2024 10:55:17;0,5985625;0;8,43;8,79;-3,51;2,75
19.04.2024 10:55:17;0,7235625;0;7,91;9,27;-3,38;2,21
19.04.2024 10:55:17;0,8485625;0;8,23;8,97;-3,19;2,30
19.04.2024 10:55:17;0,9735625;0;8,58;8,65;-3,09;2,90
19.04.2024 10:55:18;0,0985625;0;8,13;9,07;-3,57;2,87
19.04.2024 10:55:18;0,2235625;0;8,02;9,17;-3,79;2,88
19.04.2024 10:55:18;0,3485625;0;8,27;8,94;-3,71;2,91
19.04.2024 10:55:18;0,4735625;0;8,49;8,73;-3,32;3,11
19.04.2024 10:55:18;0,5985625;0;8,18;9,02;-3,66;3,12
19.04.2024 10:55:18;0,7235625;0;7,85;9,31;-4,48;3,09
19.04.2024 10:55:18;0,8485625;0;8,11;9,09;-4,68;3,79
19.04.2024 10:55:18;0,9735625;0;8,27;8,95;-4,30;4,26
19.04.2024 10:55:19;0,0985625;0;7,95;9,23;-4,64;3,71
19.04.2024 10:55:19;0,2235625;0;7,80;9,36;-4,56;2,88
19.04.2024 10:55:19;0,3485625;0;8,33;8,88;-3,46;3,24
19.04.2024 10:55:19;0,4735625;0;8,71;8,52;-3,00;3,21
19.04.2024 10:55:19;0,5985625;0;8,11;9,09;-3,53;2,33
19.04.2024 10:55:19;0,7235625;0;7,70;9,44;-3,49;2,10
19.04.2024 10:55:19;0,8485625;0;8,73;8,50;-2,77;3,02
19.04.2024 10:55:19;0,9735625;0;8,48;8,74;-3,13;3,13
19.04.2024 10:55:20;0,0985625;0;7,75;9,40;-4,23;2,74
19.04.2024 10:55:20;0,2235625;0;7,90;9,27;-4,33;2,93
19.04.2024 10:55:20;0,3485625;0;8,37;8,84;-3,77;3,84
19.04.2024 10:55:20;0,4735625;0;8,30;8,91;-3,92;3,79
19.04.2024 10:55:20;0,5985625;0;7,90;9,26;-4,72;3,39
19.04.2024 10:55:20;0,7235625;0;7,80;9,35;-4,52;3,45
19.04.2024 10:55:20;0,8485625;0;8,27;8,94;-4,23;4,02
19.04.2024 10:55:20;0,9735625;0;8,28;8,93;-4,21;3,73
19.04.2024 10:55:21;0,0985625;0;7,93;9,24;-4,00;2,85
19.04.2024 10:55:21;0,2235625;0;8,09;9,11;-3,56;2,50
19.04.2024 10:55:21;0,3485625;0;8,49;8,72;-2,94;2,68
19.04.2024 10:55:21;0,4735625;0;8,49;8,73;-2,84;2,72
19.04.2024 10:55:21;0,5985625;0;8,10;9,10;-3,39;2,27
19.04.2024 10:55:21;0,7235625;0;8,06;9,13;-3,39;2,47
19.04.2024 10:55:21;0,8485625;0;8,41;8,81;-3,10;3,12
19.04.2024 10:55:21;0,9735625;0;8,56;8,67;-3,43;3,26
19.04.2024 10:55:22;0,0985625;0;7,84;9,32;-4,26;2,93
19.04.2024 10:55:22;0,2235625;0;7,90;9,27;-4,45;3,38
19.04.2024 10:55:22;0,3485625;0;8,48;8,74;-4,06;4,27
19.04.2024 10:55:22;0,4735625;0;8,13;9,07;-4,51;4,06
19.04.2024 10:55:22;0,5985625;0;7,56;9,54;-4,92;3,46
19.04.2024 10:55:22;0,7235625;0;8,29;8,93;-4,15;3,31
19.04.2024 10:55:22;0,8485625;0;8,51;8,71;-3,14;3,41
19.04.2024 10:55:22;0,9735625;0;8,21;9,00;-3,19;2,64
19.04.2024 10:55:23;0,0985625;0;8,14;9,06;-3,56;1,94
19.04.2024 10:55:23;0,2235625;0;8,06;9,12;-3,05;2,46
19.04.2024 10:55:23;0,3485625;0;8,65;8,58;-2,72;2,91
19.04.2024 10:55:23;0,4735625;0;8,42;8,80;-3,34;2,41
19.04.2024 10:55:23;0,5985625;0;7,59;9,52;-3,85;2,42
19.04.2024 10:55:23;0,7235625;0;8,24;8,97;-3,72;3,48
19.04.2024 10:55:23;0,8485625;0;8,74;8,48;-3,84;3,95
19.04.2024 10:55:23;0,9735625;0;7,69;9,44;-4,50;3,38
19.04.2024 10:55:24;0,0985625;0;7,62;9,50;-4,84;3,24
19.04.2024 10:55:24;0,2235625;0;8,33;8,89;-4,43;4,07
19.04.2024 10:55:24;0,3485625;0;8,30;8,92;-4,18;4,17
19.04.2024 10:55:24;0,4735625;0;7,74;9,40;-4,57;3,32
19.04.2024 10:55:24;0,5985625;0;8,13;9,07;-4,18;2,91
19.04.2024 10:55:24;0,7235625;0;8,25;8,95;-3,27;3,00
19.04.2024 10:55:24;0,8485625;0;8,45;8,77;-2,98;2,79
19.04.2024 10:55:24;0,9735625;0;8,19;9,01;-3,49;2,25
19.04.2024 10:55:25;0,0985625;0;7,69;9,45;-3,48;2,29
19.04.2024 10:55:25;0,2235625;0;8,57;8,65;-3,11;2,94
19.04.2024 10:55:25;0,3485625;0;8,46;8,76;-3,41;2,90
19.04.2024 10:55:25;0,4735625;0;7,59;9,53;-4,01;2,63
19.04.2024 10:55:25;0,5985625;0;8,19;9,01;-3,95;2,93
19.04.2024 10:55:25;0,7235625;0;8,55;8,67;-3,63;3,64
19.04.2024 10:55:25;0,8485625;0;7,86;9,30;-4,05;3,44
19.04.2024 10:55:25;0,9735625;0;7,85;9,32;-4,70;3,15
19.04.2024 10:55:26;0,0985625;0;8,00;9,18;-4,53;3,81
19.04.2024 10:55:26;0,2235625;0;8,25;8,96;-4,06;4,26
19.04.2024 10:55:26;0,3485625;0;8,24;8,98;-4,11;3,63
19.04.2024 10:55:26;0,4735625;0;7,76;9,38;-4,10;2,63
19.04.2024 10:55:26;0,5985625;0;8,23;8,97;-3,06;2,34
19.04.2024 10:55:26;0,7235625;0;8,72;8,51;-2,28;2,49
19.04.2024 10:55:26;0,8485625;0;8,32;8,90;-2,53;2,02
19.04.2024 10:55:26;0,9735625;0;7,91;9,26;-3,25;1,72
19.04.2024 10:55:27;0,0985625;0;8,39;8,83;-2,86;2,37
19.04.2024 10:55:27;0,2235625;0;8,57;8,66;-3,04;3,50
19.04.2024 10:55:27;0,3485625;0;8,29;8,93;-4,35;3,53
19.04.2024 10:55:27;0,4735625;0;7,39;9,68;-5,38;3,53
19.04.2024 10:55:27;0,5985625;0;8,03;9,16;-4,90;4,55
19.04.2024 10:55:27;0,7235625;0;8,41;8,81;-4,67;4,86
19.04.2024 10:55:27;0,8485625;0;7,78;9,37;-4,98;4,04
19.04.2024 10:55:27;0,9735625;0;7,69;9,43;-4,65;3,48
19.04.2024 10:55:28;0,0985625;0;8,70;8,53;-3,33;3,43
19.04.2024 10:55:28;0,2235625;0;8,55;8,67;-2,75;2,89
19.04.2024 10:55:28;0,3485625;0;7,90;9,26;-3,07;1,78
19.04.2024 10:55:28;0,4735625;0;8,13;9,07;-2,94;1,72
19.04.2024 10:55:28;0,5985625;0;8,52;8,70;-2,53;2,40
19.04.2024 10:55:28;0,7235625;0;8,36;8,87;-2,87;2,70
19.04.2024 10:55:28;0,8485625;0;8,21;9,00;-3,50;2,71
19.04.2024 10:55:28;0,9735625;0;8,14;9,06;-3,85;3,08
19.04.2024 10:55:29;0,0985625;0;8,24;8,96;-4,03;3,74
19.04.2024 10:55:29;0,2235625;0;8,21;8,99;-4,40;3,71
19.04.2024 10:55:29;0,3485625;0;7,74;9,40;-4,85;3,76
19.04.2024 10:55:29;0,4735625;0;7,91;9,26;-4,78;3,84
19.04.2024 10:55:29;0,5985625;0;8,40;8,82;-4,19;3,94
19.04.2024 10:55:29;0,7235625;0;8,17;9,03;-3,87;3,62
19.04.2024 10:55:29;0,8485625;0;7,97;9,22;-3,90;2,84
19.04.2024 10:55:29;0,9735625;0;8,36;8,85;-3,38;2,48
19.04.2024 10:55:30;0,0985625;0;8,39;8,83;-2,69;2,58
19.04.2024 10:55:30;0,2235625;0;8,52;8,71;-2,60;2,41
19.04.2024 10:55:30;0,3485625;0;8,08;9,12;-3,43;2,07
19.04.2024 10:55:30;0,4735625;0;7,95;9,22;-3,43;2,34
19.04.2024 10:55:30;0,5985625;0;8,62;8,61;-2,99;3,38
19.04.2024 10:55:30;0,7235625;0;8,50;8,72;-3,48;3,24
19.04.2024 10:55:30;0,8485625;0;7,65;9,48;-4,48;2,69
19.04.2024 10:55:30;0,9735625;0;8,01;9,17;-4,27;3,19
19.04.2024 10:55:31;0,0985625;0;8,71;8,52;-3,50;3,89
19.04.2024 10:55:31;0,2235625;0;8,25;8,96;-3,98;3,33
19.04.2024 10:55:31;0,3485625;0;7,60;9,52;-4,46;2,66
19.04.2024 10:55:31;0,4735625;0;8,23;8,98;-3,83;3,31
19.04.2024 10:55:31;0,5985625;0;8,71;8,52;-3,52;3,88
19.04.2024 10:55:31;0,7235625;0;8,11;9,09;-4,22;3,33
19.04.2024 10:55:31;0,8485625;0;7,55;9,56;-4,61;2,87
19.04.2024 10:55:31;0,9735625;0;8,48;8,74;-3,65;3,30
19.04.2024 10:55:32;0,0985625;0;8,67;8,55;-3,12;3,13
19.04.2024 10:55:32;0,2235625;0;8,02;9,16;-3,32;2,47
19.04.2024 10:55:32;0,3485625;0;8,30;8,91;-3,26;2,01
19.04.2024 10:55:32;0,4735625;0;8,57;8,65;-2,59;2,25
19.04.2024 10:55:32;0,5985625;0;8,36;8,85;-2,59;2,24
19.04.2024 10:55:32;0,7235625;0;8,31;8,90;-3,61;2,30
19.04.2024 10:55:32;0,8485625;0;8,12;9,08;-4,21;3,07
19.04.2024 10:55:32;0,9735625;0;8,12;9,08;-4,35;3,93
19.04.2024 10:55:33;0,0985625;0;8,56;8,67;-4,46;4,16
19.04.2024 10:55:33;0,2235625;0;7,86;9,31;-4,76;3,62
19.04.2024 10:55:33;0,3485625;0;7,93;9,25;-4,62;3,52
19.04.2024 10:55:33;0,4735625;0;8,68;8,54;-3,76;3,62
19.04.2024 10:55:33;0,5985625;0;8,41;8,81;-3,20;3,06
19.04.2024 10:55:33;0,7235625;0;8,08;9,12;-3,32;2,07
19.04.2024 10:55:33;0,8485625;0;8,21;8,99;-3,27;2,10
19.04.2024 10:55:33;0,9735625;0;8,58;8,65;-2,74;2,87
19.04.2024 10:55:34;0,0985625;0;8,54;8,68;-3,05;2,79
19.04.2024 10:55:34;0,2235625;0;8,09;9,10;-3,88;2,58
19.04.2024 10:55:34;0,3485625;0;7,98;9,20;-4,29;3,10
19.04.2024 10:55:34;0,4735625;0;8,46;8,76;-4,14;4,11
19.04.2024 10:55:34;0,5985625;0;8,41;8,81;-4,51;4,22
19.04.2024 10:55:34;0,7235625;0;7,79;9,37;-5,12;3,56
19.04.2024 10:55:34;0,8485625;0;7,80;9,35;-4,75;3,57
19.04.2024 10:55:34;0,9735625;0;8,76;8,47;-3,83;3,98
19.04.2024 10:55:35;0,0985625;0;8,37;8,85;-3,76;3,19
19.04.2024 10:55:35;0,2235625;0;7,81;9,35;-3,92;2,22
19.04.2024 10:55:35;0,3485625;0;8,38;8,83;-3,12;2,34
19.04.2024 10:55:35;0,4735625;0;8,91;8,31;-2,41;2,83
19.04.2024 10:55:35;0,5985625;0;8,30;8,92;-2,99;2,41
19.04.2024 10:55:35;0,7235625;0;7,97;9,20;-3,78;2,01
19.04.2024 10:55:35;0,8485625;0;8,23;8,97;-3,72;3,03
19.04.2024 10:55:35;0,9735625;0;8,70;8,52;-3,54;3,83
19.04.2024 10:55:36;0,0985625;0;8,12;9,08;-4,57;3,30
