Position [m]	Sabre [mm/m]	Band width [mm]
307.54	0.66	12.08
307.57	0.15	12.08
307.59	-0.17	12.08
307.62	0.64	12.09
307.64	0.61	12.08
307.67	-0.09	12.08
307.70	0.15	12.08
307.72	0.52	12.09
307.75	0.39	12.08
307.78	-0.07	12.08
307.80	0.00	12.08
307.83	0.62	12.08
307.86	0.50	12.07
307.88	-0.33	12.08
307.91	0.18	12.08
307.93	0.71	12.07
307.96	0.29	12.08
307.99	-0.00	12.08
308.01	0.24	12.08
308.04	0.75	12.08
308.07	0.36	12.08
308.09	-0.07	12.08
308.12	0.36	12.08
308.14	0.53	12.08
308.17	0.15	12.08
308.20	-0.01	12.08
308.22	0.23	12.08
308.25	0.56	12.08
308.28	0.22	12.08
308.30	-0.24	12.08
308.33	0.43	12.08
308.36	0.66	12.07
308.38	0.04	12.08
308.41	-0.01	12.08
308.43	0.48	12.08
308.46	0.56	12.08
308.49	0.16	12.07
308.51	-0.16	12.09
308.54	0.45	12.09
308.57	0.56	12.08
308.59	0.04	12.08
308.62	-0.33	12.08
308.65	0.62	12.09
308.67	0.57	12.08
308.70	-0.17	12.08
308.72	0.12	12.08
308.75	0.59	12.08
308.78	0.51	12.08
308.80	-0.10	12.09
308.83	0.16	12.09
308.86	0.59	12.08
308.88	0.29	12.08
308.91	-0.13	12.08
308.93	0.20	12.08
308.96	0.45	12.09
308.99	0.16	12.08
309.01	0.00	12.08
309.04	0.10	12.08
309.07	0.56	12.08
309.09	0.27	12.08
309.12	-0.10	12.08
309.15	0.36	12.08
309.17	0.70	12.08
309.20	0.14	12.08
309.22	0.03	12.08
309.25	0.59	12.08
309.28	0.35	12.08
309.30	0.16	12.08
309.33	-0.14	12.08
309.36	0.32	12.08
309.38	0.64	12.08
309.41	-0.12	12.08
309.44	-0.11	12.08
309.46	0.61	12.08
309.49	0.48	12.08
309.51	-0.07	12.08
309.54	-0.05	12.08
309.57	0.64	12.08
309.59	0.51	12.08
309.62	-0.17	12.08
309.65	0.14	12.08
309.67	0.60	12.08
309.70	0.20	12.08
309.72	-0.26	12.08
309.75	0.27	12.08
309.78	0.53	12.08
309.80	0.23	12.08
309.83	-0.03	12.08
309.86	0.34	12.08
309.88	0.58	12.08
309.91	0.15	12.08
309.94	-0.14	12.08
309.96	0.50	12.08
309.99	0.59	12.08
310.01	-0.05	12.09
310.04	0.10	12.08
310.07	0.33	12.08
310.09	0.45	12.08
310.12	0.20	12.08
310.15	-0.06	12.09
310.17	0.41	12.08
310.20	0.52	12.08
310.23	-0.13	12.08
310.25	0.13	12.08
310.28	0.31	12.08
310.30	0.57	12.08
310.33	-0.07	12.08
310.36	-0.13	12.08
310.38	0.75	12.08
310.41	0.34	12.07
310.44	-0.06	12.09
310.46	0.18	12.08
310.49	0.79	12.08
310.51	0.26	12.08
310.54	0.07	12.08
310.57	0.16	12.09
310.59	0.66	12.08
310.62	0.11	12.08
310.65	-0.09	12.08
310.67	0.29	12.08
310.70	0.59	12.09
310.73	0.13	12.07
310.75	-0.14	12.08
310.78	0.49	12.08
310.80	0.41	12.08
310.83	0.34	12.08
310.86	-0.24	12.08
310.88	0.40	12.08
310.91	0.70	12.08
310.94	0.06	12.08
310.96	-0.14	12.08
310.99	0.46	12.09
311.02	0.41	12.08
311.04	0.27	12.08
311.07	-0.26	12.08
311.09	0.37	12.09
311.12	0.81	12.08
311.15	-0.09	12.08
311.17	-0.03	12.08
311.20	0.61	12.07
311.23	0.54	12.08
311.25	-0.11	12.08
311.28	0.12	12.08
311.30	0.41	12.09
311.33	0.54	12.08
311.36	-0.09	12.08
311.38	0.03	12.08
311.41	0.67	12.09
311.44	0.41	12.08
311.46	-0.11	12.07
311.49	0.06	12.08
311.52	0.74	12.08
311.54	0.29	12.08
311.57	-0.12	12.08
311.59	0.24	12.07
311.62	0.60	12.08
311.65	0.27	12.08
311.67	-0.08	12.09
311.70	0.20	12.08
311.73	0.64	12.09
311.75	0.22	12.08
311.78	0.02	12.08
311.81	0.29	12.09
311.83	0.64	12.09
311.86	0.23	12.08
311.88	-0.04	12.09
311.91	0.40	12.09
311.94	0.62	12.07
311.96	0.10	12.08
311.99	-0.25	12.08
312.02	0.60	12.08
312.04	0.43	12.07
312.07	-0.16	12.08
312.09	0.12	12.08
312.12	0.49	12.08
312.15	0.36	12.08
312.17	0.06	12.08
312.20	-0.02	12.08
312.23	0.47	12.08
312.25	0.54	12.09
312.28	-0.19	12.08
312.31	0.45	12.07
312.33	0.68	12.07
312.36	0.11	12.08
312.38	-0.09	12.08
312.41	0.51	12.07
312.44	0.36	12.08
312.46	0.15	12.08
312.49	0.05	12.08
312.52	0.27	12.08
312.54	0.51	12.08
312.57	0.06	12.08
312.60	0.08	12.08
312.62	0.42	12.09
312.65	0.52	12.08
312.67	-0.07	12.08
312.70	0.15	12.08
312.73	0.34	12.08
312.75	0.70	12.08
312.78	-0.16	12.08
312.81	0.05	12.08
312.83	0.74	12.08
312.86	0.39	12.08
312.88	-0.03	12.08
312.91	0.03	12.08
312.94	0.63	12.08
312.96	0.42	12.07
312.99	0.08	12.08
313.02	-0.05	12.08
313.04	0.90	12.08
313.07	0.31	12.08
313.10	-0.13	12.08
313.12	0.25	12.08
313.15	0.66	12.08
313.17	0.26	12.08
313.20	-0.12	12.08
313.23	0.29	12.07
313.25	0.56	12.08
313.28	0.29	12.08
313.31	-0.15	12.09
313.33	0.41	12.08
313.36	0.62	12.09
313.39	0.17	12.08
313.41	-0.09	12.07
313.44	0.50	12.09
313.46	0.39	12.08
313.49	0.20	12.08
313.52	-0.07	12.08
313.54	0.44	12.08
313.57	0.60	12.08
313.60	0.08	12.08
313.62	0.01	12.08
313.65	0.54	12.08
313.67	0.73	12.08
313.70	-0.05	12.08
313.73	0.12	12.08
313.75	0.59	12.08
313.78	0.51	12.08
313.81	-0.05	12.08
313.83	0.08	12.08
313.86	0.55	12.09
313.89	0.58	12.08
313.91	-0.30	12.08
313.94	0.16	12.08
313.96	0.72	12.08
313.99	0.21	12.07
314.02	-0.13	12.08
314.04	0.29	12.08
314.07	0.68	12.07
314.10	0.31	12.08
314.12	-0.10	12.08
314.15	0.36	12.08
314.17	0.71	12.08
314.20	0.09	12.08
314.23	0.00	12.08
314.25	0.41	12.08
314.28	0.46	12.08
314.31	0.18	12.09
314.33	-0.12	12.08
314.36	0.41	12.08
314.39	0.63	12.08
314.41	0.01	12.08
314.44	-0.07	12.08
314.46	0.62	12.08
314.49	0.44	12.08
314.52	-0.06	12.07
314.54	0.15	12.08
314.57	0.39	12.08
314.60	0.46	12.08
314.62	0.05	12.08
314.65	-0.22	12.08
314.68	0.62	12.08
314.70	0.43	12.08
314.73	-0.24	12.09
314.75	0.25	12.08
314.78	0.61	12.08
314.81	0.39	12.08
314.83	-0.17	12.08
314.86	0.22	12.07
314.89	0.64	12.08
314.91	0.29	12.09
314.94	-0.02	12.08
314.96	0.26	12.08
314.99	0.49	12.08
315.02	0.19	12.08
315.04	0.03	12.08
315.07	0.29	12.08
315.10	0.48	12.08
315.12	0.10	12.08
315.15	0.07	12.08
315.18	0.40	12.08
315.20	0.46	12.08
315.23	0.05	12.08
315.25	0.09	12.08
315.28	0.53	12.08
315.31	0.43	12.07
315.33	0.07	12.08
315.36	-0.06	12.09
315.39	0.55	12.08
315.41	0.40	12.08
315.44	-0.05	12.08
315.47	0.05	12.08
315.49	0.61	12.08
315.52	0.49	12.08
315.54	-0.10	12.09
315.57	0.18	12.07
315.60	0.73	12.08
315.62	0.31	12.08
315.65	-0.25	12.08
315.68	0.49	12.08
315.70	0.64	12.08
315.73	0.23	12.08
315.75	-0.29	12.08
315.78	0.48	12.08
315.81	0.54	12.08
315.83	0.07	12.08
315.86	0.04	12.08
315.89	0.41	12.08
315.91	0.38	12.08
315.94	0.16	12.08
315.97	-0.04	12.08
315.99	0.43	12.08
316.02	0.57	12.08
316.04	0.01	12.08
316.07	0.17	12.08
316.10	0.44	12.08
316.12	0.57	12.08
316.15	0.03	12.08
316.18	0.02	12.08
316.20	0.54	12.09
316.23	0.51	12.08
316.26	-0.10	12.07
316.28	0.09	12.08
316.31	0.54	12.09
316.33	0.55	12.08
316.36	-0.19	12.08
316.39	0.07	12.08
316.41	0.82	12.08
316.44	0.33	12.07
316.47	-0.11	12.08
316.49	0.17	12.08
316.52	0.83	12.09
316.54	0.17	12.08
316.57	-0.13	12.08
316.60	0.27	12.09
316.62	0.60	12.08
316.65	0.15	12.08
316.68	-0.13	12.08
316.70	0.38	12.08
316.73	0.65	12.08
316.76	0.02	12.08
316.78	-0.05	12.08
316.81	0.52	12.08
316.83	0.55	12.08
316.86	0.11	12.08
316.89	-0.14	12.08
316.91	0.63	12.08
316.94	0.59	12.08
316.97	0.03	12.08
316.99	-0.09	12.08
317.02	0.51	12.08
317.05	0.35	12.08
317.07	0.08	12.08
317.10	-0.25	12.09
317.12	0.52	12.08
317.15	0.63	12.08
317.18	-0.17	12.08
317.20	0.15	12.08
317.23	0.71	12.07
317.26	0.58	12.07
317.28	-0.31	12.08
317.31	0.26	12.08
317.33	0.75	12.08
317.36	0.17	12.08
317.39	-0.16	12.09
317.41	0.22	12.09
317.44	0.63	12.07
317.47	0.17	12.08
317.49	-0.07	12.08
317.52	0.28	12.09
317.55	0.74	12.08
317.57	0.06	12.08
317.60	-0.06	12.08
317.62	0.52	12.07
317.65	0.72	12.08
317.68	-0.07	12.08
317.70	-0.12	12.08
317.73	0.60	12.08
317.76	0.42	12.07
317.78	0.08	12.08
317.81	-0.04	12.09
317.84	0.36	12.09
317.86	0.67	12.08
317.89	0.15	12.08
317.91	-0.17	12.08
317.94	0.56	12.09
317.97	0.60	12.08
317.99	-0.01	12.08
318.02	-0.04	12.09
318.05	0.59	12.08
318.07	0.33	12.08
318.10	-0.10	12.07
318.12	0.15	12.08
318.15	0.55	12.08
318.18	0.32	12.08
318.20	-0.18	12.08
318.23	0.26	12.08
318.26	0.64	12.08
318.28	0.38	12.08
318.31	-0.09	12.08
318.34	0.39	12.08
318.36	0.65	12.09
318.39	0.19	12.09
318.41	-0.19	12.08
318.44	0.41	12.08
318.47	0.43	12.08
318.49	0.09	12.08
318.52	0.04	12.08
318.55	0.22	12.07
318.57	0.51	12.08
318.60	0.30	12.08
318.63	0.04	12.08
318.65	0.46	12.08
318.68	0.70	12.08
318.70	-0.09	12.07
318.73	0.31	12.08
318.76	0.25	12.08
318.78	0.59	12.07
318.81	0.11	12.08
318.84	-0.17	12.08
318.86	0.64	12.08
318.89	0.53	12.08
318.91	-0.16	12.08
318.94	0.20	12.08
318.97	0.73	12.08
318.99	0.17	12.08
319.02	0.27	12.09
319.05	0.08	12.08
319.07	0.71	12.07
319.10	0.32	12.08
319.13	-0.21	12.08
319.15	0.28	12.08
319.18	0.76	12.08
319.20	0.12	12.08
319.23	-0.16	12.08
319.26	0.43	12.08
319.28	0.44	12.08
319.31	0.26	12.08
319.34	-0.18	12.08
319.36	0.37	12.07
319.39	0.54	12.08
319.42	0.26	12.08
319.44	0.12	12.08
319.47	0.21	12.08
319.49	0.49	12.08
319.52	0.39	12.08
319.55	-0.16	12.09
319.57	0.37	12.08
319.60	0.72	12.08
319.63	-0.07	12.08
319.65	0.17	12.09
319.68	0.38	12.08
319.70	0.38	12.08
319.73	0.16	12.08
319.76	0.02	12.08
319.78	0.46	12.07
319.81	0.60	12.08
319.84	-0.23	12.09
319.86	0.20	12.08
319.89	0.57	12.08
319.92	0.54	12.08
319.94	-0.13	12.08
319.97	0.11	12.08
319.99	0.72	12.08
320.02	0.35	12.09
320.05	-0.17	12.07
320.07	0.30	12.07
320.10	0.66	12.08
320.13	0.18	12.07
320.15	0.14	12.08
320.18	0.18	12.08
320.21	0.63	12.08
320.23	0.17	12.08
320.26	-0.01	12.08
320.28	0.36	12.08
320.31	0.57	12.09
320.34	-0.04	12.08
320.36	-0.04	12.09
320.39	0.50	12.09
320.42	0.36	12.08
320.44	0.10	12.08
320.47	-0.14	12.08
320.49	0.45	12.08
320.52	0.51	12.08
320.55	-0.04	12.07
320.57	0.03	12.08
320.60	0.63	12.08
320.63	0.30	12.07
320.65	0.12	12.08
320.68	-0.14	12.08
320.71	0.63	12.08
320.73	0.53	12.08
320.76	-0.36	12.08
320.78	0.17	12.08
320.81	0.75	12.08
320.84	0.22	12.08
320.86	-0.28	12.08
320.89	0.51	12.08
320.92	0.43	12.08
320.94	0.25	12.08
320.97	-0.05	12.08
321.00	0.25	12.08
321.02	0.62	12.08
321.05	0.08	12.08
321.07	-0.13	12.08
321.10	0.58	12.07
321.13	0.39	12.08
321.15	-0.06	12.07
321.18	0.23	12.08
321.21	0.17	12.09
321.23	0.48	12.08
321.26	-0.01	12.08
321.28	-0.19	12.07
321.31	0.61	12.08
321.34	0.44	12.08
321.36	-0.19	12.07
321.39	0.24	12.08
321.42	0.48	12.08
321.44	0.44	12.08
321.47	0.01	12.08
321.50	0.09	12.08
321.52	0.67	12.09
321.55	0.32	12.08
321.57	-0.15	12.08
321.60	0.06	12.08
321.63	0.73	12.08
321.65	0.17	12.09
321.68	-0.14	12.08
321.71	0.33	12.08
321.73	0.51	12.08
321.76	0.25	12.08
321.79	-0.24	12.08
321.81	0.36	12.07
321.84	0.46	12.08
321.86	0.18	12.08
321.89	-0.07	12.08
321.92	0.40	12.08
321.94	0.34	12.08
321.97	-0.05	12.07
322.00	0.07	12.08
322.02	0.44	12.08
322.05	0.43	12.07
322.07	-0.01	12.08
322.10	0.18	12.07
322.13	0.53	12.08
322.15	0.37	12.08
322.18	-0.09	12.07
322.21	0.13	12.08
322.23	0.48	12.08
322.26	0.40	12.08
322.29	-0.16	12.08
322.31	0.14	12.08
322.34	0.49	12.08
322.36	0.32	12.08
322.39	-0.03	12.08
322.42	0.02	12.08
322.44	0.74	12.08
322.47	0.15	12.08
322.50	-0.15	12.08
322.52	0.29	12.08
322.55	0.56	12.08
322.58	0.09	12.08
322.60	-0.02	12.08
322.63	0.24	12.08
322.65	0.47	12.08
322.68	0.24	12.08
322.71	-0.02	12.08
322.73	0.33	12.08
322.76	0.45	12.08
322.79	0.20	12.08
322.81	-0.04	12.08
322.84	0.30	12.09
322.86	0.45	12.08
322.89	-0.07	12.08
322.92	0.04	12.08
322.94	0.45	12.08
322.97	0.39	12.08
323.00	-0.02	12.07
323.02	0.17	12.08
323.05	0.44	12.08
323.08	0.47	12.08
323.10	-0.07	12.07
323.13	-0.03	12.08
323.15	0.76	12.08
323.18	0.36	12.08
323.21	-0.22	12.08
323.23	0.16	12.09
323.26	0.63	12.08
323.29	0.22	12.08
323.31	-0.33	12.08
323.34	0.36	12.08
323.37	0.64	12.08
323.39	0.11	12.08
323.42	-0.16	12.08
323.44	0.51	12.08
323.47	0.71	12.07
323.50	-0.13	12.08
323.52	0.05	12.08
323.55	0.56	12.08
323.58	0.28	12.09
323.60	0.09	12.08
323.63	0.06	12.08
323.65	0.39	12.08
323.68	0.50	12.09
323.71	-0.14	12.08
323.73	0.08	12.08
323.76	0.72	12.08
323.79	0.19	12.07
323.81	0.01	12.08
323.84	0.14	12.08
323.87	0.51	12.08
323.89	0.44	12.08
323.92	-0.05	12.08
323.94	0.07	12.08
323.97	0.66	12.08
324.00	0.31	12.08
324.02	-0.13	12.08
324.05	0.03	12.08
324.08	0.66	12.08
324.10	0.24	12.08
324.13	-0.34	12.08
324.16	0.44	12.08
324.18	0.72	12.08
324.21	0.06	12.07
324.23	-0.19	12.09
324.26	0.57	12.08
324.29	0.61	12.08
324.31	0.17	12.08
324.34	-0.16	12.09
324.37	0.54	12.08
324.39	0.56	12.08
324.42	-0.28	12.08
324.44	-0.08	12.08
324.47	0.57	12.08
324.50	0.33	12.08
324.52	-0.27	12.08
324.55	0.24	12.08
324.58	0.48	12.08
324.60	0.40	12.08
324.63	-0.25	12.07
324.66	0.17	12.08
324.68	0.60	12.08
324.71	0.30	12.08
324.73	-0.07	12.08
324.76	0.18	12.09
324.79	0.38	12.08
324.81	0.57	12.08
324.84	-0.24	12.08
324.87	-0.01	12.08
324.89	0.75	12.08
324.92	0.27	12.08
324.95	-0.32	12.08
324.97	0.14	12.08
325.00	0.87	12.08
325.02	0.11	12.08
325.05	-0.06	12.08
325.08	0.18	12.08
325.10	0.62	12.07
325.13	0.15	12.08
325.16	-0.29	12.08
325.18	0.31	12.09
325.21	0.57	12.08
325.23	-0.09	12.08
325.26	-0.14	12.08
325.29	0.59	12.08
325.31	0.33	12.09
325.34	-0.08	12.08
325.37	-0.10	12.08
325.39	0.58	12.09
325.42	0.45	12.08
325.45	-0.20	12.08
325.47	0.07	12.08
325.50	0.59	12.08
325.52	0.16	12.08
325.55	-0.07	12.07
325.58	-0.10	12.08
325.60	0.36	12.08
325.63	0.43	12.08
325.66	-0.21	12.08
325.68	0.04	12.08
325.71	0.71	12.09
325.74	0.29	12.08
325.76	-0.31	12.08
325.79	0.36	12.08
325.81	0.57	12.08
325.84	0.26	12.08
325.87	-0.19	12.09
325.89	0.10	12.08
325.92	0.54	12.08
325.95	0.23	12.07
325.97	-0.29	12.08
326.00	0.20	12.08
326.02	0.58	12.09
326.05	-0.05	12.08
326.08	0.02	12.08
326.10	0.59	12.08
326.13	0.46	12.09
326.16	-0.14	12.08
326.18	0.00	12.08
326.21	0.47	12.08
326.24	0.48	12.08
326.26	-0.12	12.08
326.29	0.04	12.08
326.31	0.45	12.08
326.34	0.41	12.08
326.37	0.11	12.08
326.39	-0.09	12.08
326.42	0.51	12.08
326.45	0.43	12.08
326.47	-0.09	12.08
326.50	-0.07	12.09
326.52	0.62	12.09
326.55	0.15	12.08
326.58	-0.16	12.08
326.60	0.32	12.08
326.63	0.31	12.07
326.66	0.20	12.07
326.68	-0.13	12.08
326.71	0.17	12.08
326.74	0.59	12.07
326.76	0.26	12.08
326.79	-0.19	12.08
326.81	0.43	12.08
326.84	0.67	12.08
326.87	0.09	12.08
326.89	-0.23	12.09
326.92	0.45	12.08
326.95	0.53	12.09
326.97	-0.07	12.07
327.00	-0.04	12.08
327.03	0.42	12.07
327.05	0.48	12.08
327.08	-0.16	12.08
327.10	0.07	12.08
327.13	0.60	12.08
327.16	0.27	12.08
327.18	0.05	12.08
327.21	0.30	12.08
327.24	0.33	12.08
327.26	0.34	12.08
327.29	-0.07	12.07
327.31	0.02	12.08
327.34	0.56	12.08
327.37	0.08	12.08
327.39	-0.05	12.07
327.42	0.22	12.08
327.45	0.43	12.08
327.47	0.19	12.08
327.50	0.04	12.08
327.53	0.17	12.08
327.55	0.63	12.08
327.58	0.10	12.08
327.60	-0.09	12.08
327.63	0.26	12.08
327.66	0.58	12.08
327.68	-0.01	12.08
327.71	-0.17	12.09
327.74	0.60	12.08
327.76	0.41	12.08
327.79	-0.15	12.09
327.82	-0.07	12.08
327.84	0.63	12.08
327.87	0.18	12.07
327.89	-0.09	12.07
327.92	0.05	12.08
327.95	0.49	12.07
327.97	0.12	12.08
328.00	0.01	12.08
328.03	-0.00	12.08
328.05	0.44	12.08
328.08	0.26	12.08
328.10	-0.18	12.07
328.13	0.22	12.07
328.16	0.42	12.09
328.18	0.31	12.08
328.21	-0.24	12.08
328.24	0.21	12.09
328.26	0.47	12.08
328.29	0.21	12.07
328.32	-0.05	12.09
328.34	0.15	12.08
328.37	0.28	12.08
328.39	0.53	12.08
328.42	-0.22	12.08
328.45	0.01	12.08
328.47	0.82	12.08
328.50	0.05	12.08
328.53	-0.19	12.08
328.55	0.29	12.08
328.58	0.71	12.08
328.61	-0.08	12.09
328.63	-0.05	12.08
328.66	0.32	12.08
328.68	0.49	12.08
328.71	0.07	12.08
328.74	-0.08	12.08
328.76	0.40	12.07
328.79	0.50	12.09
328.82	0.07	12.08
328.84	-0.09	12.08
328.87	0.43	12.08
328.89	0.33	12.08
328.92	0.07	12.08
328.95	-0.08	12.07
328.97	0.37	12.09
329.00	0.34	12.08
329.03	-0.08	12.07
329.05	0.06	12.08
329.08	0.42	12.09
329.11	0.36	12.08
329.13	-0.01	12.08
329.16	0.08	12.08
329.18	0.48	12.08
329.21	0.38	12.08
329.24	-0.17	12.08
329.26	0.14	12.08
329.29	0.53	12.08
329.32	0.30	12.08
329.34	-0.40	12.08
329.37	0.30	12.08
329.40	0.59	12.08
329.42	-0.05	12.08
329.45	-0.02	12.08
329.47	0.41	12.08
329.50	0.57	12.08
329.53	0.01	12.08
329.55	-0.06	12.08
329.58	0.32	12.08
329.61	0.48	12.08
329.63	0.06	12.08
329.66	-0.10	12.09
329.68	0.45	12.08
329.71	0.45	12.08
329.74	-0.06	12.08
329.76	0.02	12.08
329.79	0.60	12.08
329.82	0.43	12.08
329.84	-0.06	12.09
329.87	0.05	12.08
329.90	0.56	12.08
329.92	0.33	12.08
329.95	0.00	12.08
329.97	-0.01	12.08
330.00	0.41	12.08
330.03	0.52	12.08
330.05	-0.13	12.08
330.08	-0.17	12.08
330.11	0.84	12.08
330.13	0.22	12.07
330.16	-0.34	12.08
330.19	0.44	12.08
330.21	0.59	12.09
330.24	0.07	12.08
330.26	-0.11	12.08
330.29	0.35	12.08
330.32	0.32	12.08
330.34	0.24	12.08
330.37	-0.14	12.08
330.40	0.29	12.07
330.42	0.59	12.07
330.45	-0.01	12.08
330.47	0.05	12.08
330.50	0.57	12.08
330.53	0.33	12.08
330.55	0.10	12.08
330.58	0.26	12.08
330.61	0.33	12.08
330.63	0.50	12.09
330.66	-0.11	12.08
330.69	0.17	12.08
330.71	0.44	12.08
330.74	0.31	12.08
330.76	-0.01	12.08
330.79	0.28	12.08
330.82	0.30	12.08
330.84	0.55	12.07
330.87	-0.05	12.08
330.90	0.17	12.09
330.92	0.65	12.08
330.95	0.27	12.08
330.98	-0.12	12.08
331.00	0.10	12.08
331.03	0.80	12.08
331.05	0.10	12.08
331.08	0.06	12.08
331.11	0.27	12.08
331.13	0.64	12.08
331.16	0.27	12.07
331.19	0.08	12.08
331.21	0.23	12.08
331.24	0.70	12.08
331.26	0.19	12.09
331.29	-0.16	12.08
331.32	0.50	12.08
331.34	0.48	12.08
331.37	0.09	12.08
331.40	0.00	12.08
331.42	0.49	12.08
331.45	0.39	12.08
331.48	0.11	12.08
331.50	-0.02	12.08
331.53	0.45	12.08
331.55	0.52	12.07
331.58	0.08	12.08
331.61	0.01	12.08
331.63	0.55	12.08
331.66	0.57	12.08
331.69	0.00	12.08
331.71	0.09	12.08
331.74	0.38	12.09
331.77	0.56	12.08
331.79	-0.10	12.08
331.82	0.00	12.08
331.84	0.53	12.08
331.87	0.36	12.08
331.90	-0.11	12.08
331.92	0.25	12.08
331.95	0.61	12.08
331.98	0.14	12.08
332.00	0.11	12.08
332.03	0.21	12.08
332.05	0.44	12.08
332.08	0.34	12.08
332.11	-0.12	12.08
332.13	0.36	12.08
332.16	0.59	12.08
332.19	-0.05	12.08
332.21	0.16	12.08
332.24	0.44	12.08
332.27	0.24	12.09
332.29	0.27	12.09
332.32	0.16	12.08
332.34	0.29	12.08
332.37	0.44	12.08
332.40	0.02	12.08
332.42	0.05	12.08
332.45	0.47	12.08
332.48	0.34	12.08
332.50	0.03	12.08
332.53	0.24	12.08
332.56	0.26	12.08
332.58	0.43	12.08
332.61	-0.02	12.08
332.63	0.09	12.08
332.66	0.48	12.08
332.69	0.31	12.08
332.71	-0.26	12.08
332.74	0.26	12.08
332.77	0.35	12.09
332.79	0.26	12.07
332.82	0.09	12.08
332.84	-0.08	12.07
332.87	0.63	12.07
332.90	0.40	12.08
332.92	-0.16	12.08
332.95	0.20	12.08
332.98	0.57	12.08
333.00	-0.04	12.08
333.03	0.14	12.08
333.06	0.16	12.08
333.08	0.35	12.09
333.11	0.03	12.08
333.13	0.07	12.08
333.16	0.24	12.08
333.19	0.47	12.09
333.21	0.01	12.08
333.24	0.03	12.08
333.27	0.39	12.08
333.29	0.44	12.08
333.32	0.05	12.08
333.35	0.00	12.08
333.37	0.40	12.08
333.40	0.34	12.08
333.42	0.09	12.08
333.45	-0.11	12.08
333.48	0.48	12.08
333.50	0.20	12.08
333.53	-0.06	12.08
333.56	0.04	12.08
333.58	0.36	12.08
333.61	0.30	12.07
333.63	0.00	12.08
333.66	0.10	12.08
333.69	0.54	12.08
333.71	0.18	12.08
333.74	-0.05	12.08
333.77	0.40	12.08
333.79	0.30	12.09
333.82	-0.05	12.08
333.85	-0.16	12.08
333.87	0.44	12.08
333.90	0.25	12.08
333.92	-0.10	12.08
333.95	0.07	12.08
333.98	0.46	12.08
334.00	0.16	12.08
334.03	-0.02	12.08
334.06	0.15	12.08
334.08	0.47	12.08
334.11	0.42	12.08
334.14	-0.06	12.09
334.16	0.18	12.08
334.19	0.40	12.09
334.21	0.23	12.08
334.24	-0.03	12.08
334.27	0.15	12.08
334.29	0.31	12.08
334.32	0.24	12.08
334.35	-0.03	12.08
334.37	0.14	12.08
334.40	0.40	12.08
334.42	0.34	12.08
334.45	-0.11	12.08
334.48	0.26	12.08
334.50	0.57	12.08
334.53	0.10	12.08
334.56	0.03	12.08
334.58	0.40	12.08
334.61	0.60	12.08
334.64	-0.18	12.08
334.66	0.03	12.08
334.69	0.48	12.08
334.71	0.36	12.08
334.74	-0.10	12.07
334.77	0.12	12.08
334.79	0.47	12.08
334.82	0.37	12.08
334.85	0.15	12.08
334.87	-0.06	12.08
334.90	0.55	12.07
334.93	0.40	12.09
334.95	-0.10	12.08
334.98	0.19	12.08
335.00	0.44	12.08
335.03	0.30	12.08
335.06	0.00	12.08
335.08	0.20	12.08
335.11	0.43	12.08
335.14	0.18	12.08
335.16	-0.08	12.08
335.19	0.29	12.09
335.21	0.45	12.08
335.24	0.33	12.08
335.27	-0.01	12.08
335.29	0.41	12.08
335.32	0.56	12.08
335.35	0.32	12.08
335.37	-0.23	12.09
335.40	0.35	12.09
335.43	0.57	12.09
335.45	0.01	12.08
335.48	-0.03	12.08
335.50	0.40	12.08
335.53	0.53	12.08
335.56	-0.14	12.08
335.58	0.17	12.08
335.61	0.44	12.08
335.64	0.60	12.08
335.66	0.12	12.08
335.69	0.15	12.08
335.72	0.65	12.07
335.74	0.34	12.08
335.77	0.01	12.08
335.79	-0.02	12.08
335.82	0.60	12.08
335.85	0.27	12.08
335.87	-0.07	12.07
335.90	0.11	12.08
335.93	0.66	12.08
335.95	0.09	12.08
335.98	-0.00	12.08
336.00	0.42	12.08
336.03	0.42	12.08
336.06	0.38	12.08
336.08	0.20	12.07
336.11	0.09	12.08
336.14	0.75	12.08
336.16	0.29	12.08
336.19	-0.41	12.08
336.22	0.56	12.08
336.24	0.53	12.08
336.27	-0.05	12.08
336.29	-0.16	12.08
336.32	0.54	12.09
336.35	0.39	12.08
336.37	0.24	12.08
336.40	-0.01	12.08
336.43	0.64	12.08
336.45	0.59	12.08
336.48	-0.14	12.08
336.51	-0.07	12.08
336.53	0.64	12.07
336.56	0.43	12.08
336.58	-0.14	12.08
336.61	0.14	12.08
336.64	0.36	12.08
336.66	0.43	12.08
336.69	-0.11	12.07
336.72	0.22	12.08
336.74	0.51	12.09
336.77	0.27	12.09
336.79	0.06	12.08
336.82	0.29	12.08
336.85	0.41	12.08
336.87	0.51	12.07
336.90	-0.13	12.08
336.93	0.10	12.08
336.95	0.71	12.07
336.98	0.14	12.08
337.01	-0.14	12.08
337.03	0.14	12.08
337.06	0.60	12.08
337.08	0.18	12.08
337.11	0.05	12.08
337.14	0.27	12.09
337.16	0.61	12.08
337.19	0.25	12.08
337.22	-0.03	12.08
337.24	0.36	12.08
337.27	0.59	12.08
337.30	0.03	12.08
337.32	-0.21	12.08
337.35	0.47	12.07
337.37	0.34	12.08
337.40	0.06	12.08
337.43	-0.05	12.08
337.45	0.40	12.09
337.48	0.48	12.08
337.51	0.10	12.08
337.53	0.08	12.08
337.56	0.56	12.08
